pair	gene_name_a	gene_name_b	contact_probability	pDockQ	PPV_from_pDockQ	model_confidence	iPAE	CCC	orf_name_a	orf_name_b	MAPPIT_result	GPCA_result	novel	no_previous_structure
YGL112C_YMR236W	TAF6	TAF9	0.9883448	0.587	0.93172991	0.6324428781807848	4.641961	106	YGL112C	YMR236W	True	True	False	False
YMR232W_YNL189W	FUS2	SRP1	0.9565168	0.286	0.80223507	0.5690052915335426	26.96429	1	YMR232W	YNL189W	False	False	False	True
YDL087C_YMR213W	LUC7	CEF1	0.8405572	0.076	0.66728511	0.49906072950567715	25.653906	0	YDL087C	YMR213W	False	False	True	True
YHR022C_YML046W	YHR022C	PRP39	0.29500228	0.055	0.63555449	0.384432096456337	24.72456	0	YHR022C	YML046W	False	False	True	True
YDR308C_YPL077C	SRB7	YPL077C	0.696061	0.038	0.63555449	0.25881644450375835	21.091473	0	YDR308C	YPL077C	False	False	True	True
YLR183C_YNL193W	TOS4	YNL193W	0.9061588	0.571	0.92420274	0.5687575862398496	24.594864	0	YLR183C	YNL193W	False	False	True	True
YLR291C_YMR055C	GCD7	BUB2	0.9346073	0.301	0.81190228	0.7759658052389543	8.305938	5	YLR291C	YMR055C	False	False	True	True
YGR235C_YJL112W	MIC26	MDV1	0.51313734	0.042	0.63555449	0.2247190554334598	24.409523	0	YGR235C	YJL112W	False	False	True	True
YDL013W_YOR368W	SLX5	RAD17	0.80219316	0.184	0.74006263	0.4019711537753267	22.389212	0	YDL013W	YOR368W	False	False	True	True
YER116C_YML016C	SLX8	PPZ1	0.718028	0.201	0.75941223	0.3428883282423493	25.30436	0	YER116C	YML016C	True	False	True	True
YDL243C_YMR102C	AAD4	YMR102C	0.19741692	0.066	0.63555449	0.2672326681183278	25.295467	0	YDL243C	YMR102C	False	False	True	True
YGR052W_YLR183C	FMP48	TOS4	0.65324235	0.197	0.75941223	0.3870793940326925	21.941927	0	YGR052W	YLR183C	False	False	True	True
YLR438C-A_YPR178W	LSM3	PRP4	0.92167985	0.121	0.70615739	0.44449771250821124	25.783215	0	YLR438C-A	YPR178W	False	False	False	True
YLR346C_YLR356W	CIS1	ATG33	0.46845788	0.027	0.55890174	0.16229702758907108	22.505846	0	YLR346C	YLR356W	False	False	True	True
YGR002C_YGR158C	SWC4	MTR3	0.10563511	0.027	0.55890174	0.1866420242340029	27.128342	0	YGR002C	YGR158C	True	False	True	True
YLR433C_YPL065W	CNA1	VPS28	0.27427733	0.07	0.66728511	0.2452899696246536	27.004532	0	YLR433C	YPL065W	False	False	True	True
YCR003W_YML130C	MRPL32	ERO1	0.31998214	0.099	0.66728511	0.2351191420882453	25.146923	0	YCR003W	YML130C	False	False	True	True
YGR057C_YOR180C	LST7	DCI1	0.2466285	0.27	0.80223507	0.22809131969905522	25.27838	0	YGR057C	YOR180C	True	False	True	True
YGL091C_YML051W	NBP35	GAL80	0.27644455	0.113	0.68635536	0.2909594645217093	27.012482	0	YGL091C	YML051W	False	False	True	True
YJR136C_YPR118W	TTI2	MRI1	0.14315376	0.052	0.63555449	0.22499710701532005	25.666214	0	YJR136C	YPR118W	False	False	True	True
YDR078C_YHL006C	SHU2	SHU1	0.9997362	0.565	0.92420274	0.8713991796636134	2.6093059	81	YDR078C	YHL006C	True	True	False	False
YGL019W_YLR183C	CKB1	TOS4	0.8760763	0.24	0.77766077	0.48467396553761366	23.045952	0	YGL019W	YLR183C	False	False	True	True
YOL002C_YPR159W	IZH2	KRE6	0.45188612	0.077	0.66728511	0.30933816053219837	30.232769	0	YOL002C	YPR159W	False	True	True	True
YHR033W_YML064C	YHR033W	TEM1	0.17886189	0.3	0.81190228	0.21800604138345892	26.066097	0	YHR033W	YML064C	False	False	True	True
YJL036W_YKL138C-A	SNX4	HSK3	0.7083967	0.128	0.70615739	0.47309645543672163	13.791989	0	YJL036W	YKL138C-A	False	False	True	True
YDR045C_YIL152W	RPC11	YIL152W	0.34276944	0.042	0.63555449	0.1668876983378222	24.736559	0	YDR045C	YIL152W	False	False	True	True
YGR099W_YOR158W	TEL2	PET123	0.43269524	0.084	0.66728511	0.22794518873567457	30.592543	0	YGR099W	YOR158W	False	False	True	True
YOR117W_YOR259C	RPT5	RPT4	0.98194784	0.581	0.92420274	0.5432108056484187	19.332893	63	YOR117W	YOR259C	True	False	False	False
YBR146W_YGR158C	MRPS9	MTR3	0.4295564	0.033	0.63555449	0.21773611152879463	26.460762	0	YBR146W	YGR158C	False	False	True	True
YPL192C_YPR159W	PRM3	KRE6	0.7397913	0.147	0.71391784	0.299598800041172	26.111938	0	YPL192C	YPR159W	False	False	True	True
YDR462W_YPR083W	MRPL28	MDM36	0.32172924	0.04	0.63555449	0.2343443700522471	27.90466	0	YDR462W	YPR083W	False	False	True	True
YDR375C_YGR284C	BCS1	ERV29	0.29912555	0.031	0.63555449	0.25008818372274916	22.453201	0	YDR375C	YGR284C	False	False	True	True
YER094C_YLR433C	PUP3	CNA1	0.5237172	0.052	0.63555449	0.38594830894294463	19.546753	0	YER094C	YLR433C	False	False	True	True
YGL194C-A_YMR153W	YGL194C-A	NUP53	0.43901086	0.062	0.63555449	0.2639514963841718	21.593542	0	YGL194C-A	YMR153W	False	False	True	True
YDL044C_YJR046W	MTF2	TAH11	0.9628302	0.208	0.75941223	0.47103098926130393	28.128891	11	YDL044C	YJR046W	False	False	True	True
YDL120W_YNL204C	YFH1	SPS18	0.7800722	0.067	0.63555449	0.3186724650818079	12.194937	0	YDL120W	YNL204C	False	False	True	True
YGL161C_YPL191C	YIP5	YPL191C	0.2566622	0.032	0.63555449	0.19374036151615998	30.950745	0	YGL161C	YPL191C	False	False	True	True
YGL079W_YGR113W	KXD1	DAM1	0.9209797	0.087	0.66728511	0.2550423181461895	11.038965	0	YGL079W	YGR113W	False	False	False	True
YDR240C_YLR048W	SNU56	RPS0B	0.16460535	0.06	0.63555449	0.21106898835011764	26.366173	0	YDR240C	YLR048W	False	False	True	True
YDR416W_YPL211W	SYF1	NIP7	0.212671	0.024	0.55890174	0.27554770755534785	26.490955	0	YDR416W	YPL211W	False	False	True	True
YCL057C-A_YGR235C	MIC10	MIC26	0.49158284	0.023	0.55890174	0.1346581777061917	27.085293	0	YCL057C-A	YGR235C	False	False	False	False
YBR060C_YPR120C	ORC2	CLB5	0.6399858	0.051	0.63555449	0.23732907989648316	28.958109	0	YBR060C	YPR120C	False	False	False	True
YNL146W_YNR039C	YNL146W	ZRG17	0.5729908	0.05	0.63555449	0.30379557324284945	23.446339	0	YNL146W	YNR039C	False	False	True	True
YDL188C_YMR028W	PPH22	TAP42	0.9818823	0.366	0.85453785	0.6531252215364517	24.835293	71	YDL188C	YMR028W	True	True	False	True
YKR004C_YPR176C	ECM9	BET2	0.999862	0.657	0.98128027	0.9398009339602007	2.5352638	103	YKR004C	YPR176C	True	True	True	True
YDR188W_YMR211W	CCT6	DML1	0.99889946	0.561	0.91629946	0.864423950404419	5.015397	113	YDR188W	YMR211W	False	False	True	True
YDL160C-A_YIR024C	MHF2	INA22	0.7748854	0.055	0.63555449	0.306699608420383	15.683327	0	YDL160C-A	YIR024C	False	False	True	True
YMR077C_YMR239C	VPS20	RNT1	0.1433532	0.056	0.63555449	0.1782972383544062	27.525864	0	YMR077C	YMR239C	False	False	True	True
YGL263W_YNR039C	COS12	ZRG17	0.2930823	0.079	0.66728511	0.2884484171798386	22.997238	0	YGL263W	YNR039C	False	False	True	True
YGL106W_YMR163C	MLC1	INP2	0.4655391	0.117	0.68635536	0.26018759269491565	23.64912	0	YGL106W	YMR163C	False	False	True	True
YGR048W_YPR182W	UFD1	SMX3	0.51230127	0.062	0.63555449	0.314111691099446	22.661304	0	YGR048W	YPR182W	False	False	True	True
YMR135C_YPL070W	GID8	MUK1	0.44369432	0.043	0.63555449	0.3397512690327622	26.304594	0	YMR135C	YPL070W	False	False	True	True
YBL098W_YML130C	BNA4	ERO1	0.18884933	0.116	0.68635536	0.2338928401796057	27.37997	0	YBL098W	YML130C	False	False	True	True
YJR102C_YPL002C	VPS25	SNF8	0.9999537	0.536	0.90952562	0.8349461464221626	4.9142075	46	YJR102C	YPL002C	True	True	False	False
YBL043W_YOR115C	ECM13	TRS33	0.99885434	0.228	0.77766077	0.6576215069530512	18.174473	31	YBL043W	YOR115C	False	False	True	True
YDR357C_YJL036W	CNL1	SNX4	0.4749293	0.039	0.63555449	0.4241683301523471	18.40747	0	YDR357C	YJL036W	False	False	True	True
YDL053C_YIL105W-A	PBP4	YIL105W-A	0.8858582	0.045	0.63555449	0.36989641336726853	12.898109	0	YDL053C	YIL105W-A	False	False	True	True
YDL013W_YDR148C	SLX5	KGD2	0.94157934	0.121	0.70615739	0.3438921860876322	29.77348	39	YDL013W	YDR148C	False	False	True	True
YBL026W_YGR158C	LSM2	MTR3	0.9046285	0.239	0.77766077	0.5765795110621652	12.756706	0	YBL026W	YGR158C	True	False	False	True
YBR007C_YOR368W	DSF2	RAD17	0.7969221	0.205	0.75941223	0.3335956036880273	22.05908	0	YBR007C	YOR368W	False	False	True	True
YDL098C_YPL135W	SNU23	ISU1	0.30508205	0.064	0.63555449	0.1987395117997815	24.08886	0	YDL098C	YPL135W	True	False	True	True
YMR312W_YPL101W	ELP6	ELP4	0.9999343	0.679	0.98128027	0.9129665502467236	2.0873613	85	YMR312W	YPL101W	False	True	False	False
YML063W_YPL001W	RPS1B	HAT1	0.36987543	0.258	0.78549007	0.26154661932216394	26.484232	0	YML063W	YPL001W	False	False	True	True
YML011C_YOR157C	RAD33	PUP1	0.9037467	0.145	0.71391784	0.5922356052965487	10.259045	0	YML011C	YOR157C	True	False	True	True
YDR142C_YGR067C	PEX7	YGR067C	0.8885459	0.156	0.73044282	0.660519787079134	8.7884655	3	YDR142C	YGR067C	False	False	True	True
YDL088C_YMR153W	ASM4	NUP53	0.9997956	0.041	0.63555449	0.33588367807329395	31.178682	37	YDL088C	YMR153W	False	False	False	False
YDR254W_YOR368W	CHL4	RAD17	0.30186963	0.145	0.71391784	0.21468174284498376	26.176125	0	YDR254W	YOR368W	False	False	True	True
YGR002C_YNL107W	SWC4	YAF9	0.9995824	0.691	0.98128027	0.7712523726791031	3.8541536	169	YGR002C	YNL107W	True	True	False	False
YNL189W_YOL111C	SRP1	MDY2	0.2537259	0.074	0.66728511	0.23475220497891705	26.542187	0	YNL189W	YOL111C	False	False	True	True
YDR367W_YPR174C	KEI1	YPR174C	0.67535913	0.034	0.63555449	0.23846087053224813	18.961075	0	YDR367W	YPR174C	False	False	True	True
YML051W_YNL309W	GAL80	STB1	0.8682071	0.16	0.73044282	0.4997721422890688	14.939661	0	YML051W	YNL309W	False	False	True	True
YLL007C_YMR168C	LMO1	CEP3	0.24733564	0.134	0.70615739	0.2549064242810705	28.430527	0	YLL007C	YMR168C	False	False	True	True
YGR113W_YKL138C-A	DAM1	HSK3	0.9593781	0.059	0.63555449	0.41376130849500337	12.999071	0	YGR113W	YKL138C-A	False	False	False	True
YDR378C_YLR275W	LSM6	SMD2	0.9986771	0.472	0.88570037	0.8311061232132751	2.105935	46	YDR378C	YLR275W	False	False	False	False
YBR257W_YHR062C	POP4	RPP1	0.99865246	0.621	0.9400192	0.8040244071398639	4.5385046	124	YBR257W	YHR062C	False	False	False	False
YLR200W_YML094W	YKE2	GIM5	0.9999207	0.413	0.87116417	0.8030547180705659	1.6753856	44	YLR200W	YML094W	True	True	False	False
YGR119C_YLR288C	NUP57	MEC3	0.20694235	0.043	0.63555449	0.19517494296566007	28.913666	0	YGR119C	YLR288C	True	False	True	True
YCR075W-A_YKR007W	EGO2	MEH1	0.9995564	0.51	0.90043139	0.7967259555762609	2.3371568	69	YCR075W-A	YKR007W	True	False	False	False
YER143W_YJR141W	DDI1	IPA1	0.56804585	0.061	0.63555449	0.28913616523306673	25.27429	0	YER143W	YJR141W	False	False	True	True
YGR168C_YJL147C	YGR168C	MRX5	0.48645726	0.051	0.63555449	0.23371459165369568	24.91686	0	YGR168C	YJL147C	False	False	True	True
YJL036W_YLR031W	SNX4	YLR031W	0.7106037	0.079	0.66728511	0.44216009316075877	19.097485	0	YJL036W	YLR031W	False	False	False	True
YIL150C_YKR019C	MCM10	IRS4	0.79768836	0.023	0.55890174	0.2737933840980308	24.232353	0	YIL150C	YKR019C	False	False	True	True
YDR284C_YPR159W	DPP1	KRE6	0.7842756	0.181	0.74006263	0.29675748097818827	29.223038	0	YDR284C	YPR159W	False	False	True	True
YDR201W_YKR037C	SPC19	SPC34	0.9989977	0.528	0.90952562	0.549285210942104	18.53226	120	YDR201W	YKR037C	True	True	False	False
YBL009W_YGL060W	ALK2	YBP2	0.92368484	0.31	0.81190228	0.5818139033852376	26.950111	0	YBL009W	YGL060W	False	False	True	True
YEL041W_YPL188W	YEF1	POS5	0.9432872	0.561	0.91629946	0.716285927751166	9.046812	5	YEL041W	YPL188W	False	False	True	True
YCL033C_YDR422C	MXR2	SIP1	0.7654253	0.142	0.71391784	0.49939390798152394	16.59129	0	YCL033C	YDR422C	False	False	True	True
YER170W_YLR048W	ADK2	RPS0B	0.27084655	0.261	0.78549007	0.233900547494084	25.382904	0	YER170W	YLR048W	False	False	True	True
YNL189W_YPL188W	SRP1	POS5	0.19783211	0.023	0.55890174	0.24328314315835914	26.914413	0	YNL189W	YPL188W	False	False	True	True
YJR073C_YPR159W	OPI3	KRE6	0.96866155	0.414	0.87116417	0.6495595712756188	9.040251	17	YJR073C	YPR159W	False	False	True	True
YJR128W_YPL070W	YJR128W	MUK1	0.71962726	0.066	0.63555449	0.4071469992833438	21.990181	0	YJR128W	YPL070W	False	False	True	True
YDL130W-A_YML064C	STF1	TEM1	0.5553541	0.103	0.68635536	0.3485196288580397	21.007578	0	YDL130W-A	YML064C	False	False	True	True
YPR159W_YPR174C	KRE6	YPR174C	0.9590343	0.47	0.88570037	0.5092912330911084	8.976229	64	YPR159W	YPR174C	False	False	True	True
YNL125C_YPR170W-B	ESBP6	YPR170W-B	0.37526917	0.093	0.66728511	0.33821220156966614	21.895485	0	YNL125C	YPR170W-B	False	False	True	True
YGR158C_YKL204W	MTR3	EAP1	0.5403572	0.064	0.63555449	0.28975143878225196	25.282001	0	YGR158C	YKL204W	False	False	True	True
YLR226W_YPL070W	BUR2	MUK1	0.59400773	0.055	0.63555449	0.3373739692643006	24.349373	0	YLR226W	YPL070W	False	False	True	True
YBR165W_YGR158C	UBS1	MTR3	0.9652082	0.294	0.80223507	0.6613266769608525	5.3246565	42	YBR165W	YGR158C	False	False	True	True
YGR057C_YHR067W	LST7	HTD2	0.2792145	0.165	0.73044282	0.24833735577344515	23.110275	0	YGR057C	YHR067W	False	False	True	True
YJL184W_YKR095W-A	GON7	PCC1	0.99998486	0.623	0.9400192	0.8596842290944441	1.7854035	79	YJL184W	YKR095W-A	False	True	False	False
YGR048W_YOR284W	UFD1	HUA2	0.2953785	0.048	0.63555449	0.23415271862963047	20.907593	0	YGR048W	YOR284W	False	False	True	True
YHR008C_YOR185C	SOD2	GSP2	0.48862284	0.183	0.74006263	0.3140517851530732	16.634933	0	YHR008C	YOR185C	False	False	True	True
YDL134C_YKL192C	PPH21	ACP1	0.99567664	0.362	0.84294946	0.7984761494793859	3.963404	33	YDL134C	YKL192C	False	False	True	True
YGR158C_YPL173W	MTR3	MRPL40	0.5744011	0.045	0.63555449	0.2984290675236822	17.924997	0	YGR158C	YPL173W	False	False	True	True
YOL044W_YPL218W	PEX15	SAR1	0.37041548	0.104	0.68635536	0.33036106064040394	17.473938	0	YOL044W	YPL218W	False	False	True	True
YER087C-B_YJR010C-A	SBH1	SPC1	0.9537597	0.053	0.63555449	0.3258423529864076	8.614314	0	YER087C-B	YJR010C-A	False	False	False	True
YFL017W-A_YPR182W	SMX2	SMX3	0.99846685	0.479	0.8919553	0.8295111768073897	2.461091	66	YFL017W-A	YPR182W	True	False	False	True
YDR132C_YHR170W	YDR132C	NMD3	0.2921276	0.158	0.73044282	0.25563353432093533	24.877142	0	YDR132C	YHR170W	False	False	True	True
YCR060W_YKL117W	TAH1	SBA1	0.7714832	0.138	0.70615739	0.26865119978451724	19.94204	0	YCR060W	YKL117W	False	False	True	True
YDR308C_YOR216C	SRB7	RUD3	0.27841818	0.0	0.0	0.13734732994211696	50.0	0	YDR308C	YOR216C	False	False	True	True
YHR076W_YPR159W	PTC7	KRE6	0.7859005	0.158	0.73044282	0.44712207464312004	29.102541	0	YHR076W	YPR159W	False	True	True	True
YER083C_YLR162W	GET2	YLR162W	0.8266429	0.072	0.66728511	0.2487834107585543	9.9104395	0	YER083C	YLR162W	False	False	True	True
YPL002C_YPL065W	SNF8	VPS28	0.51981646	0.125	0.70615739	0.25027570967420254	21.6281	0	YPL002C	YPL065W	False	False	False	True
YGR235C_YML030W	MIC26	RCF1	0.617342	0.03	0.63555449	0.17752145485150136	21.457512	0	YGR235C	YML030W	False	False	True	True
YLR119W_YPL222W	SRN2	FMP40	0.3379897	0.027	0.55890174	0.3323926597849809	26.794449	0	YLR119W	YPL222W	False	False	True	True
YGR235C_YJL185C	MIC26	ATG36	0.30435604	0.021	0.55890174	0.135942023807799	28.342836	0	YGR235C	YJL185C	False	False	True	True
YGL010W_YJR010C-A	MPO1	SPC1	0.8476945	0.09	0.66728511	0.39700514296692346	10.350391	0	YGL010W	YJR010C-A	False	False	True	True
YKL058W_YLR291C	TOA2	GCD7	0.53801936	0.047	0.63555449	0.2989112762201911	19.40026	0	YKL058W	YLR291C	False	False	True	True
YBL081W_YLR291C	YBL081W	GCD7	0.4054433	0.067	0.63555449	0.27715911899921464	23.835503	0	YBL081W	YLR291C	False	False	True	True
YHR067W_YML064C	HTD2	TEM1	0.6247301	0.079	0.66728511	0.2782925704354747	18.481575	0	YHR067W	YML064C	False	False	True	True
YDR378C_YER146W	LSM6	LSM5	0.9986836	0.569	0.92420274	0.8504234495348657	2.4900815	67	YDR378C	YER146W	True	True	False	False
YDL109C_YEL041W	YDL109C	YEF1	0.669374	0.033	0.63555449	0.32905699565201535	22.19245	0	YDL109C	YEL041W	True	False	True	True
YDR197W_YOR368W	CBS2	RAD17	0.6428806	0.147	0.71391784	0.2821685754692968	28.087654	0	YDR197W	YOR368W	False	False	True	True
YIL106W_YNL302C	MOB1	RPS19B	0.35097945	0.171	0.73044282	0.23043896619632204	23.570469	0	YIL106W	YNL302C	False	False	True	True
YDR137W_YLR327C	RGP1	TMA10	0.6349473	0.105	0.68635536	0.36562130196179704	17.895695	0	YDR137W	YLR327C	False	False	True	True
YKL192C_YPL148C	ACP1	PPT2	0.99990296	0.271	0.80223507	0.8792177450907237	1.8964231	37	YKL192C	YPL148C	False	True	True	True
YGL093W_YIR010W	SPC105	DSN1	0.9731071	0.093	0.66728511	0.29983910884063847	29.376698	23	YGL093W	YIR010W	False	False	False	True
YDR205W_YNR039C	MSC2	ZRG17	0.9981328	0.623	0.9400192	0.723144988705669	5.6095257	132	YDR205W	YNR039C	False	False	False	True
YDL226C_YDR281C	GCS1	PHM6	0.52566636	0.033	0.63555449	0.21551790058678016	24.132416	0	YDL226C	YDR281C	False	False	True	True
YDR148C_YGR048W	KGD2	UFD1	0.4986238	0.117	0.68635536	0.18831817819784252	25.128765	0	YDR148C	YGR048W	False	False	True	True
YDL226C_YNL100W	GCS1	MIC27	0.17055324	0.026	0.55890174	0.15982862168708734	27.369217	0	YDL226C	YNL100W	False	False	True	True
YER094C_YOR157C	PUP3	PUP1	0.9721104	0.573	0.92420274	0.7886960375971284	7.3729897	68	YER094C	YOR157C	False	False	False	False
YBR077C_YKR007W	SLM4	MEH1	0.9985839	0.651	0.96322524	0.7996309100381631	2.8767784	99	YBR077C	YKR007W	True	False	False	False
YGR249W_YML088W	MGA1	UFO1	0.8218794	0.179	0.74006263	0.3950132703035376	29.781483	0	YGR249W	YML088W	False	False	True	True
YGR078C_YPL188W	PAC10	POS5	0.25975645	0.212	0.75941223	0.23854770324494948	25.611338	0	YGR078C	YPL188W	False	False	True	True
YJR010C-A_YLR066W	SPC1	SPC3	0.99359	0.317	0.82238224	0.694221796216204	5.1218123	40	YJR010C-A	YLR066W	False	False	False	False
YLR291C_YNL055C	GCD7	POR1	0.3942187	0.036	0.63555449	0.2544290654951419	21.376757	0	YLR291C	YNL055C	False	False	True	True
YLR065C_YPR159W	ENV10	KRE6	0.5242975	0.185	0.74006263	0.3220456273145801	25.29623	0	YLR065C	YPR159W	False	False	True	True
YBL081W_YPL174C	YBL081W	NIP100	0.32799077	0.022	0.55890174	0.18098402668739266	31.244461	0	YBL081W	YPL174C	False	False	True	True
YBR170C_YLR240W	NPL4	VPS34	0.19470447	0.082	0.66728511	0.2480557782782738	26.35098	0	YBR170C	YLR240W	False	False	True	True
YGR048W_YHR107C	UFD1	CDC12	0.2898754	0.02	0.55890174	0.19988153207316664	28.783062	0	YGR048W	YHR107C	False	False	True	True
YDR295C_YMR052W	HDA2	FAR3	0.7928361	0.107	0.68635536	0.38457414432561365	19.822983	0	YDR295C	YMR052W	True	False	False	True
YKR092C_YMR233W	SRP40	TRI1	0.5234035	0.034	0.63555449	0.1689421503385124	20.117428	0	YKR092C	YMR233W	False	False	True	True
YLL009C_YMR239C	COX17	RNT1	0.36766958	0.091	0.66728511	0.2340852561161982	23.91873	0	YLL009C	YMR239C	False	False	True	True
YGL068W_YNL153C	MNP1	GIM3	0.9522072	0.077	0.66728511	0.5388718135669839	4.6771526	3	YGL068W	YNL153C	False	False	True	True
YGR129W_YJR003C	SYF2	MRX12	0.86094517	0.229	0.77766077	0.5322949576220769	23.182148	0	YGR129W	YJR003C	False	False	True	True
YGL054C_YNL173C	ERV14	MDG1	0.74676776	0.08	0.66728511	0.3731824949813804	16.936916	0	YGL054C	YNL173C	False	False	True	True
YGR168C_YGR183C	YGR168C	QCR9	0.38206357	0.035	0.63555449	0.22180380724290935	23.095028	0	YGR168C	YGR183C	False	False	False	True
YLR346C_YML088W	CIS1	UFO1	0.9909029	0.202	0.75941223	0.5568092223322413	9.722511	37	YLR346C	YML088W	False	False	True	True
YDR436W_YPR005C	PPZ2	HAL1	0.99617445	0.472	0.88570037	0.4630149377894205	8.286793	62	YDR436W	YPR005C	False	False	False	True
YDL108W_YPR025C	KIN28	CCL1	0.99782586	0.366	0.85453785	0.8607558212372719	3.4863205	56	YDL108W	YPR025C	True	False	False	False
YHR159W_YNL189W	TDA11	SRP1	0.8172175	0.073	0.66728511	0.4806194927198736	25.030802	0	YHR159W	YNL189W	False	False	True	True
YNL100W_YPL112C	MIC27	PEX25	0.8902039	0.137	0.70615739	0.5451004705520959	14.851433	0	YNL100W	YPL112C	False	False	True	True
YER094C_YFL024C	PUP3	EPL1	0.5123981	0.021	0.55890174	0.30687727255165065	22.772392	0	YER094C	YFL024C	False	False	True	True
YDL049C_YDL226C	KNH1	GCS1	0.9073811	0.093	0.66728511	0.3858597593887944	21.70785	3	YDL049C	YDL226C	False	False	True	True
YER136W_YFL038C	GDI1	YPT1	0.94980663	0.239	0.77766077	0.706968532189409	8.08085	20	YER136W	YFL038C	False	True	False	False
YIL132C_YLR376C	CSM2	PSY3	0.9998424	0.518	0.90043139	0.870650616667495	2.165208	80	YIL132C	YLR376C	True	True	False	False
YDL044C_YDR422C	MTF2	SIP1	0.84897625	0.046	0.63555449	0.43672438273809666	27.110558	0	YDL044C	YDR422C	True	False	True	True
YGL115W_YMR291W	SNF4	TDA1	0.40274927	0.154	0.73044282	0.25377807083886095	26.337154	0	YGL115W	YMR291W	True	True	False	True
YIL079C_YPL070W	AIR1	MUK1	0.6575593	0.048	0.63555449	0.2531408906066541	27.941639	0	YIL079C	YPL070W	False	False	True	True
YML055W_YNL125C	SPC2	ESBP6	0.36518964	0.1	0.66728511	0.3772913802124836	21.170612	0	YML055W	YNL125C	False	False	True	True
YJL036W_YKL049C	SNX4	CSE4	0.32537228	0.042	0.63555449	0.2444711069050407	28.142063	0	YJL036W	YKL049C	False	False	True	True
YML088W_YNL122C	UFO1	YNL122C	0.30296087	0.027	0.55890174	0.25360296691397044	30.002506	0	YML088W	YNL122C	False	False	True	True
YDR075W_YPR040W	PPH3	TIP41	0.99957883	0.639	0.96322524	0.8978936640610194	4.270035	125	YDR075W	YPR040W	True	False	False	False
YDR328C_YIL046W	SKP1	MET30	0.9993736	0.614	0.9400192	0.7736078319862009	4.0360203	110	YDR328C	YIL046W	True	True	False	False
YNL053W_YPL135W	MSG5	ISU1	0.86676514	0.155	0.73044282	0.5421434433076544	17.966675	0	YNL053W	YPL135W	False	False	True	True
YGL209W_YJR108W	MIG2	ABM1	0.42043	0.03	0.63555449	0.2059607112369003	23.51109	0	YGL209W	YJR108W	False	False	True	True
YKR057W_YML024W	RPS21A	RPS17A	0.66724026	0.052	0.63555449	0.2678271256487529	19.855072	0	YKR057W	YML024W	False	False	False	True
YDR351W_YKL078W	SBE2	DHR2	0.6323455	0.037	0.63555449	0.31557011769944027	30.11721	0	YDR351W	YKL078W	False	False	True	True
YFL059W_YFL060C	SNZ3	SNO3	0.9998788	0.672	0.98128027	0.9309548300239201	2.1890054	98	YFL059W	YFL060C	True	True	True	True
YDR375C_YGR026W	BCS1	YGR026W	0.8636371	0.328	0.83367787	0.48573842962490166	18.20675	0	YDR375C	YGR026W	False	False	True	True
YHR169W_YNR054C	DBP8	ESF2	0.9976953	0.654	0.96322524	0.7948099154047158	5.0104733	116	YHR169W	YNR054C	False	False	False	True
YIL152W_YLR376C	YIL152W	PSY3	0.97423244	0.17	0.73044282	0.6624458281975949	21.802446	20	YIL152W	YLR376C	False	False	True	True
YLR268W_YOL044W	SEC22	PEX15	0.6347121	0.155	0.73044282	0.29379022832387286	23.935741	0	YLR268W	YOL044W	False	False	True	True
YDL053C_YHR121W	PBP4	LSM12	0.99769205	0.152	0.71391784	0.5949253884310239	17.334232	22	YDL053C	YHR121W	False	False	False	True
YIL097W_YKR022C	FYV10	NTR2	0.9940791	0.317	0.82238224	0.5682020541436671	13.758908	64	YIL097W	YKR022C	False	False	True	True
YJL061W_YLR313C	NUP82	SPH1	0.4475204	0.048	0.63555449	0.22542154420865312	28.31562	0	YJL061W	YLR313C	False	False	True	True
YHR149C_YMR153W	SKG6	NUP53	0.69179076	0.024	0.55890174	0.20214252997801507	31.382233	0	YHR149C	YMR153W	False	False	True	True
