OrthoDB_ID	Yeast_ORF	Gene_Name	Description
1026647at2759	YDL183C		MKR1 chromosome 4  4 131833 130871 C  2011-02-03 1996-07-31 Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system
1027200at2759	YFR051C	RET2	coatomer subunit delta chromosome 6 L000004127 6 251803 250163 C  2011-02-03 1996-07-31 Delta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER
1027234at2759	YER165W	PAB1	polyadenylate-binding protein chromosome 5 L000001327 5 510373 512106 W  2011-02-03 1996-07-31 Poly(A) binding protein; part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex
1027299at2759	YBR158W	AMN1	CST13|ICS4 chromosome 2 L000002997 2 556549 558198 W  2011-02-03 1997-01-28 Protein required for daughter cell separation; multiple mitotic checkpoints, and chromosome stability; contains 12 degenerate leucine-rich repeat motifs; expression is induced by the Mitotic Exit Network (MEN)
1027398at2759	YPR164W	MMS1	SLM6|RTT108 chromosome 16 L000003933 16 870703 874926 W  2011-02-03 1996-07-31 Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase, preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay
1027566at2759	YCR052W	RSC6	 chromosome 3 L000003151 3 214994 216445 W  2011-02-03 1997-01-28 Component of the RSC chromatin remodeling complex; essential for mitotic growth; RSC6 has a paralog, SNF12, that arose from the whole genome duplication
1027994at2759	YGL169W	SUA5	threonylcarbamoyladenylate synthase chromosome 7 L000002140 7 186059 187339 W -104.06 2011-02-03 1996-07-31 Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family; binds single-stranded telomeric DNA and null mutant has abnormal telomere length
1029095at2759	YJR053W	BFA1	IBD1 chromosome 10  10 534027 535751 W  2011-02-03 1996-07-31 Subunit of a two-component GTPase-activating protein, Bfa1p-Bub2p; contributes to GAP activity, inactivating Tem1 by stimulating GTP hydrolysis following damage or misalignment of the mitotic spindle; functions as a guanine-nucleotide exchange inhibitor (GDI) for Tem1p; involved in multiple cell cycle checkpoint pathways that control mitotic exit; required when telomeres are damaged, but not for all types of chromosomal DNA damage; phosphorylated by the Polo-like kinase Cdc5p
1030667at2759	YNL200C	NNR1	NADHX epimerase chromosome 14  14 264453 263713 C  2011-02-03 1996-07-31 NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
1030907at2759	YOR164C	GET4	ENV8 chromosome 15  15 644332 643394 C  2011-02-03 1996-07-31 Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Mdy2p; highly conserved across species and homologous to human gene C7orf20
1031056at2759	YLR380W	CSR1	SFH2 chromosome 12 S000007449 12 878282 879508 W  2004-02-05 1996-07-31 Phosphatidylinositol transfer protein; has a potential role in regulating lipid and fatty acid metabolism under heme-depleted conditions; interacts specifically with thioredoxin peroxidase; may have a role in oxidative stress resistance; protein abundance increases in response to DNA replication stress
1031705at2759	YCL032W	STE50	 chromosome 3 L000002125 3 63441 64481 W -22.0 2000-09-13 1997-01-28 Adaptor protein for various signaling pathways; involved in mating response, invasive/filamentous growth, osmotolerance; acts as an adaptor that links G protein-associated Cdc42p-Ste20p complex to the effector Ste11p to modulate signal transduction
1031881at2759	YFR004W	RPN11	proteasome regulatory particle lid subunit RPN11|MPR1 chromosome 6 L000002976|L0000 6 153393 154313 W  2011-02-03 1996-07-31 Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress
1032141at2759	YDR398W	UTP5	 chromosome 4  4 1267471 1269402 W  2011-02-03 1996-07-31 Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit
1032145at2759	YNL094W	APP1	phosphatidate phosphatase APP1 chromosome 14  14 447611 449374 W  2011-02-03 1996-07-31 Phosphatidate phosphatase, converts phosphatidate to diacylglycerol; App1p, Pah1p, Dpp1p, and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway
1032190at2759	YJL051W	IRC8	 chromosome 10  10 339787 342255 W  2011-02-03 1996-07-31 Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p, peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc
1032285at2759	YGL016W	KAP122	PDR6 chromosome 7 L000001366 7 461666 464911 W -10.0 2011-02-03 1996-07-31 Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance
1032689at2759	YJL125C	GCD14	tRNA 1-methyladenosine methyltransferase subunit GCD14|TRM61 chromosome 10 L000002902 10 186679 185528 C  2011-02-03 1996-07-31 Subunit of tRNA (1-methyladenosine) methyltransferase; required, along with Gcd10p, for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression
1033073at2759	YGL153W	PEX14	 chromosome 7 L000004118 7 216273 217298 W  2011-02-03 1996-07-31 Central component of the peroxisomal importomer complex; peroxisomal protein import machinery docking complex component; interacts with both PTS1 (Pex5p) and PTS2 (Pex7p) peroxisomal matrix protein signal recognition factors and membrane receptor Pex13p
1033833at2759	YPL232W	SSO1	syntaxin chromosome 16 L000002089 16 107275 108147 W  1996-07-31 1996-07-31 Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p; SSO1 has a paralog, SSO2, that arose from the whole genome duplication
103411at2759	YGR274C	TAF1	KAT4|TafII145|TafII130|TAF145|TAF130 chromosome 7 L000002748 7 1043095 1039895 C  2011-02-03 1996-07-31|2011-02-03 TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia
1034517at2759	YBR249C	ARO4	3-deoxy-7-phosphoheptulonate synthase ARO4 chromosome 2 L000000119 2 717994 716882 C  2011-02-03 1997-01-28 3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan; relative distribution to the nucleus increases upon DNA replication stress
1034620at2759	YGL246C	RAI1	decapping nuclease chromosome 7 S000007430 7 38780 37617 C  1996-07-31 1996-07-31 Nuclear protein with decapping endonuclease activity; targets mRNAs with unmethylated 7-methylguanosine cap structures and 5'-triphosphates; binds to and stabilizes the exoribonuclease Rat1p; required for pre-rRNA processing; relocalizes to the cytosol in response to hypoxia; homologous to human DOM3Z
1035228at2759	YPR083W	MDM36	 chromosome 16  16 704854 706593 W  2011-02-03 1996-07-31 Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-ancor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission
1036130at2759	YNL320W		 chromosome 14  14 37700 38554 W  2011-02-03 1996-07-31 Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
1036174at2759	YHR063C	PAN5	2-dehydropantoate 2-reductase PAN5 chromosome 8  8 225169 224030 C  2011-02-03 1996-07-31 2-dehydropantoate 2-reductase; part of the pantothenic acid pathway, structurally homologous to E. coli panE
1036300at2759	YOR198C	BFR1	 chromosome 15 L000000174 15 720065 718653 C  2011-02-03 1996-07-31 Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity
1036414at2759	YBR186W	PCH2	 chromosome 2 L000004274 2 600553 602360 W  2011-02-03 2000-07-14|1997-01-28 Hexameric ring ATPase that remodels chromosome axis protein Hop1p; nucleolar component of the pachytene checkpoint, which prevents chromosome segregation when recombination and chromosome synapsis are defective; also represses meiotic interhomolog recombination in rDNA; required for meiotic double-stranded break formation
103710at2759	YBR276C	PPS1	tyrosine/serine/threonine protein phosphatase PPS1 chromosome 2 L000003522 2 760043 757620 C  2011-02-03 1997-01-28 Protein phosphatase; has specificity for serine, threonine, and tyrosine residues; has a role in the DNA synthesis phase of the cell cycle
1037268at2759	YOR221C	MCT1	[acyl-carrier-protein] S-malonyltransferase chromosome 15  15 757558 756476 C  2011-02-03 1996-07-31|2005-12-01 Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling
1037271at2759	YFR025C	HIS2	histidinol-phosphatase chromosome 6 L000000779 6 204750 203743 C 32.0 2011-02-03 1996-07-31 Histidinolphosphatase; catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control
1037817at2759	YJL059W	YHC3	amino acid transporter YHC3|BTN1 chromosome 10 L000003332|L0000 10 324964 326190 W  2011-02-03 1996-07-31 Protein required for the ATP-dependent transport of arginine; vacuolar membrane protein; involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; human homolog CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis) can complement yeast null mutant
1038583at2759	YFL045C	SEC53	phosphomannomutase SEC53|ALG4 chromosome 6 L000001849 6 44392 43628 C  1996-07-31 1996-07-31 Phosphomannomutase; involved in synthesis of GDP-mannose and dolichol-phosphate-mannose; required for folding and glycosylation of secretory proteins in the ER lumen
1038689at2759	YIL072W	HOP1	 chromosome 9 L000000802 9 226602 228419 W -59.0 2011-02-03 1994-12-10 Meiosis-specific protein required for chromosome synapsis; displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for chiasma formation; in vitro, displays the ability to promote intra- and intermolecular synapsis between double-stranded DNA molecules and to fold DNA into rigid protein-DNA filaments
1039341at2759	YBL061C	SKT5	CSD4|CHS4|CAL2 chromosome 2 L000001911|L0000 2 107406 105316 C  2011-02-03 1997-01-28 Activator of Chs3p (chitin synthase III) during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog, SHC1, that arose from the whole genome duplication
1039414at2759	YGL136C	MRM2	21S rRNA (uridine2791-2'-O) methyltransferase chromosome 7  7 253859 252897 C  2011-02-03 1996-07-31 Mitochondrial 2' O-ribose methyltransferase; required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ
1039489at2759	YNL313C	EMW1	tetratricopeptide repeat-containing protein EMW1 chromosome 14  14 48022 45308 C  2011-02-03 1996-07-31 Essential conserved protein with a role in cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress
1039572at2759	YGL075C	MPS2	MMC1 chromosome 7 L000004546|L0000 7 368088 366925 C  2011-02-03 1996-07-31 Essential membrane protein localized at nuclear envelope and SPBs; required for insertion of the newly duplicated spindle pole body into the nuclear envelope; potentially phosphorylated by Cdc28p; MPS2 has a paralog, CSM4, that arose from the whole genome duplication
