orf_name	Conservation	Essential	Publication count	Abundance
YPR177C	0	1	0	1.44
YPR179C	11	0	39	14.1
YPR180W	26	1	25	65.2
YPR181C	29	1	112	117.0
YPR182W	11	1	37	56.3
YPR183W	11	1	61	139.0
YPR184W	24	0	27	13.5
YPR185W	11	0	62	3.64
YPR186C	11	1	10	11.9
YPR187W	14	1	92	161.0
YPR188C	10	0	24	16.5
YPR189W	14	0	60	142.0
YPR190C	14	1	39	76.0
YPR191W	14	0	60	458.0
YPR192W	16	0	19	1.18
YPR193C	9	0	19	1.92
YPR194C	11	0	17	1.19
YPR195C	2	0	0	0.087
YPR196W	10	0	13	1.43
YPR198W	12	0	19	3.86
YPR197C	2	0	0	1.89
YPR199C	7	0	24	1.5
YPR200C	10	0	7	0.023
YPR201W	12	0	30	1.77
YPR202W	10	0	7	1.47
YPR203W	10	0	6	1.45
YPR204W	10	0	6	1.43
YPR204C-A	0	0	2	0.006
Q0010	0	0	0	0.0
Q0017	0	0	0	0.0
Q0032	0	0	0	0.0
Q0050	0	0	10	0.007
Q0055	0	0	7	0.01
Q0060	0	0	5	1.09
Q0065	0	0	6	0.428
Q0070	0	0	5	0.001
Q0045	25	0	65	6.72
Q0075	0	0	3	0.0
Q0080	0	0	20	0.0
Q0085	13	0	39	1.61
Q0092	0	0	0	0.0
Q0110	0	0	8	0.006
Q0115	0	0	11	0.201
Q0120	11	0	13	0.009
Q0105	24	0	34	0.024
Q0130	10	0	24	0.016
Q0140	0	0	21	14.4
Q0142	0	0	0	0.0
Q0143	0	0	0	0.0
Q0144	0	0	0	0.0
Q0160	0	0	6	0.0
Q0182	0	0	0	0.0
Q0250	26	0	68	26.4
Q0255	0	0	4	0.0
Q0275	23	0	41	0.0
Q0297	0	0	0	0.0
YBL113W-A	0	0	0	0.0
YBL113C	10	0	8	1.7
YBL112C	6	0	6	0.042
YBL111C	10	0	10	13.4
YBL109W	9	0	0	1.43
YBL108C-A	5	0	14	1.24
YBL108W	4	0	0	1.29
YBL107W-A	5	0	0	0.0
YBL107C	10	0	19	9.37
YBL106C	10	0	25	2.34
YBL105C	27	1	169	30.8
YBL104C	12	0	39	15.6
YBL103C	11	0	64	10.1
YBL102W	13	0	30	18.9
YBL101C	11	0	33	15.5
YBL100W-C	3	0	3	0.0
YBL099W	28	0	84	770.0
YBL100C	1	0	0	0.054
YBL098W	25	0	23	20.7
YBL097W	16	1	32	8.63
YBL095W	11	0	18	6.85
YBL096C	2	0	0	2.15
YBL094C	0	0	0	1.39
YBL093C	11	0	51	46.0
YBL092W	28	1	45	1410.0
YBL091C-A	10	0	19	2.45
YBL091C	28	0	24	56.0
YBL090W	10	0	21	11.2
YBL089W	10	0	22	1.17
YBL088C	11	0	173	6.26
YBL087C	29	0	82	1405.0
YBL086C	11	0	11	10.6
YBL085W	10	0	46	61.4
YBL084C	14	1	59	12.1
YBL083C	0	0	0	1.47
YBL082C	29	0	26	22.5
YBL081W	10	0	17	1.74
YBL080C	25	0	17	11.6
YBL079W	14	0	72	52.7
YBL078C	28	0	110	21.9
YBL077W	3	1	0	0.152
YBL076C	28	1	41	957.0
YBL075C	22	0	65	282.0
YBL073W	3	1	0	1.59
YBL074C	11	1	22	51.5
YBL072C	27	0	88	1144.0
YBL071C-B	3	0	6	0.0
YBL071W-A	11	0	29	111.0
YBL071C	2	0	2	1.54
YBL069W	9	0	20	22.5
YBL070C	4	0	0	0.0
YBL068W-A	0	0	0	0.285
YBL068W	18	0	26	107.0
YBL067C	26	0	32	6.36
YBL065W	4	0	0	1.19
YBL066C	11	0	22	2.25
YBL064C	28	0	43	85.8
YBL063W	10	0	38	2.55
YBL062W	0	0	0	1.49
YBL061C	10	0	51	37.5
YBL060W	11	0	18	2.05
YBL059C-A	11	0	15	27.2
YBL059W	6	0	16	8.17
YBL058W	27	0	66	105.0
YBL057C	12	0	26	23.0
YBL056W	13	0	46	191.0
YBL055C	26	0	16	43.0
YBL054W	9	0	31	10.4
YBL053W	1	0	0	1.42
YBL052C	11	0	54	4.94
YBL051C	10	0	44	49.0
YBL050W	26	1	79	99.2
YBL049W	23	0	13	1.51
YBL048W	4	0	0	1.36
YBL047C	10	0	83	182.0
YBL046W	10	0	32	19.6
YBL045C	11	0	61	392.0
YBL044W	4	0	7	1.21
YBL043W	6	0	13	0.091
YBL042C	11	0	23	46.3
YBL041W	29	1	48	13.0
YBL040C	26	1	17	106.0
YBL039W-B	6	0	6	0.078
YBL039C-A	0	0	0	0.0
YBL039C	23	0	56	672.0
YBL038W	14	0	30	35.4
YBL037W	11	0	31	19.8
YBL036C	29	0	20	128.0
YBL035C	14	1	40	87.3
YBL034C	11	1	37	54.7
YBL033C	14	0	20	104.0
YBL032W	14	0	44	194.0
YBL031W	6	0	32	3.77
YBL030C	16	1	91	942.0
YBL029C-A	11	0	7	29.0
YBL029W	7	0	12	2.59
YBL028C	11	0	20	86.8
YBL027W	29	0	85	2357.0
YBL026W	28	1	65	74.5
YBL025W	11	0	30	1.81
YBL024W	29	0	39	290.0
YBL023C	29	1	131	33.1
YBL022C	28	0	40	266.0
YBL021C	25	0	29	25.7
YBL020W	29	1	25	0.193
YBL019W	12	0	42	4.62
YBL018C	11	1	23	36.5
YBL017C	14	0	46	102.0
YBL016W	24	0	127	169.0
YBL015W	14	0	33	118.0
YBL014C	11	1	28	3.75
YBL013W	11	0	19	10.7
YBL011W	14	0	32	38.5
YBL012C	2	0	0	1.73
YBL010C	6	0	15	11.8
YBL009W	11	0	16	1.59
YBL008W-A	4	0	4	0.0
YBL008W	14	0	71	8.05
YBL007C	10	0	133	133.0
YBL006W-A	0	0	0	0.0
YBL006C	6	0	33	2.18
YBL005W	10	0	59	2.36
YBL004W	27	1	40	41.0
YBL003C	23	0	103	737.0
YBL002W	23	0	120	3666.0
YBL001C	13	0	17	29.5
YBR001C	14	0	23	20.3
YBR002C	29	1	23	102.0
YBR003W	29	0	25	39.4
YBR004C	13	1	24	0.166
YBR005W	7	0	19	4.15
YBR006W	28	0	23	8.39
YBR007C	9	0	14	8.99
YBR008C	11	0	21	1.97
YBR009C	26	0	271	3820.0
YBR010W	24	0	324	1508.0
YBR011C	29	1	41	1361.0
YBR012C	5	0	0	1.32
YBR013C	4	0	9	10.4
YBR014C	12	0	20	41.7
YBR015C	11	0	25	130.0
YBR016W	6	0	18	20.9
YBR017C	11	0	46	68.8
YBR018C	25	0	28	2.07
YBR019C	15	0	43	2.15
YBR020W	28	0	68	3.32
YBR021W	14	0	24	1.39
YBR022W	9	0	19	21.6
YBR023C	13	0	85	25.5
YBR024W	10	0	24	21.6
YBR025C	29	0	48	1540.0
YBR026C	29	0	37	67.8
YBR027C	4	0	2	1.63
YBR028C	11	0	28	30.4
YBR029C	29	1	26	47.0
YBR030W	10	0	22	56.1
YBR031W	28	0	103	1218.0
YBR032W	3	0	2	0.0
YBR033W	10	0	15	2.32
YBR034C	27	0	56	376.0
YBR035C	27	0	26	131.0
YBR036C	6	0	61	56.6
YBR037C	29	0	38	29.3
YBR038W	13	1	39	1.79
YBR039W	29	0	46	572.0
YBR040W	10	0	14	1.79
YBR041W	15	0	31	123.0
YBR042C	14	0	27	16.5
YBR043C	12	0	28	10.1
YBR044C	11	0	23	3.09
YBR045C	7	0	18	0.099
YBR046C	15	0	19	52.8
YBR047W	10	0	18	16.5
YBR048W	28	0	87	3582.0
YBR049C	11	1	44	128.0
YBR051W	2	0	0	1.68
YBR050C	4	0	16	1.64
YBR052C	10	0	28	150.0
YBR053C	24	0	10	93.9
YBR054W	10	0	24	79.5
YBR055C	11	1	43	32.7
YBR056W	12	0	24	59.3
YBR056W-A	4	0	4	0.024
YBR056C-B	0	0	0	0.0
YBR057C	8	0	36	29.3
YBR058C	14	0	46	32.6
YBR058C-A	7	0	20	26.5
YBR059C	10	0	48	61.8
YBR060C	11	1	87	13.8
YBR061C	26	0	23	38.7
YBR062C	10	0	9	2.77
YBR064W	0	0	0	1.54
YBR063C	4	0	8	1.6
YBR065C	10	0	32	31.5
YBR066C	10	0	30	6.97
YBR067C	9	0	23	296.0
YBR068C	10	0	36	283.0
YBR069C	10	0	40	86.0
YBR070C	11	1	21	8.6
YBR071W	9	0	15	10.9
YBR072W	10	0	63	301.0
YBR072C-A	1	0	3	0.0
YBR073W	23	0	50	23.6
YBR074W	14	0	10	14.7
YBR076W	5	0	15	1.53
YBR076C-A	1	0	0	0.0
YBR077C	10	0	40	50.6
YBR078W	13	0	50	262.0
YBR079C	28	1	94	1264.0
YBR080C	27	1	75	114.0
YBR081C	11	0	102	36.1
YBR082C	28	0	166	1204.0
YBR083W	10	0	63	18.0
YBR084W	12	0	47	284.0
YBR084C-A	29	0	85	1440.0
YBR085W	16	0	31	25.0
YBR085C-A	10	0	10	114.0
YBR086C	11	0	46	94.8
YBR087W	29	1	77	60.0
YBR089W	0	1	0	1.87
YBR088C	29	1	210	246.0
YBR089C-A	13	0	58	86.6
YBR090C	4	0	12	71.6
YBR091C	11	1	34	2.05
YBR092C	13	0	19	99.2
YBR093C	13	0	53	117.0
YBR094W	14	0	27	35.5
YBR095C	11	0	64	22.7
YBR096W	10	0	9	33.6
YBR097W	28	0	44	5.17
YBR098W	6	0	96	2.22
YBR099C	0	0	0	1.77
YBR101C	13	0	31	199.0
YBR102C	13	1	52	25.5
YBR103W	11	0	65	15.3
YBR103C-A	4	0	0	1.3
YBR104W	18	0	18	9.99
YBR105C	11	0	35	83.1
YBR106W	14	0	40	767.0
YBR107C	4	0	57	3.04
YBR108W	7	0	28	3.97
YBR109C	11	1	100	251.0
YBR109W-A	2	0	0	0.051
YBR110W	28	1	22	40.4
YBR111C	22	0	28	400.0
YBR111W-A	10	0	53	16.1
YBR113W	4	0	0	1.65
YBR112C	10	0	94	121.0
YBR114W	16	0	51	4.57
YBR115C	16	0	25	378.0
YBR116C	1	0	0	1.36
YBR117C	10	0	17	11.5
YBR118W	21	0	102	8169.0
YBR119W	11	0	52	20.8
YBR120C	11	0	25	94.6
YBR121C-A	0	0	0	0.183
YBR121C	28	0	55	1579.0
YBR122C	11	0	38	22.8
YBR124W	2	1	0	1.35
YBR123C	11	1	39	123.0
YBR125C	11	0	30	6.63
YBR126C	15	0	89	263.0
YBR126W-A	3	0	4	1.0
YBR126W-B	0	0	0	0.0
YBR127C	29	0	117	1647.0
YBR128C	6	0	32	1.39
YBR129C	11	0	24	15.9
YBR130C	11	0	62	47.1
YBR131W	11	0	53	28.8
YBR131C-A	0	0	0	0.943
YBR132C	13	0	18	22.4
YBR134W	3	0	0	1.54
YBR133C	11	0	47	11.8
YBR135W	14	1	60	107.0
YBR136W	14	1	291	1.19
YBR137W	9	0	18	16.4
YBR138C	11	0	18	3.15
YBR139W	12	0	18	148.0
YBR140C	11	1	48	10.3
YBR141W-A	0	0	0	0.077
YBR141C	14	0	16	6.69
YBR142W	16	1	46	63.3
YBR143C	29	1	82	636.0
YBR144C	3	0	0	1.74
YBR145W	10	0	20	47.4
YBR146W	14	0	30	9.06
YBR147W	10	0	20	1.78
YBR148W	4	0	12	1.73
YBR149W	13	0	28	285.0
YBR150C	10	0	28	6.06
YBR151W	11	0	13	54.9
YBR152W	6	1	27	28.4
YBR153W	13	1	15	2.62
YBR154C	28	1	103	17.6
YBR155W	26	1	32	74.4
YBR156C	10	0	54	4.67
YBR157C	6	0	13	4.9
YBR158W	10	0	24	18.9
YBR159W	28	0	22	446.0
YBR160W	28	1	353	117.0
YBR161W	11	0	27	15.1
YBR162C	12	0	24	128.0
YBR162W-A	5	0	26	12.7
YBR163W	11	0	15	14.3
YBR164C	27	0	76	87.7
YBR165W	6	0	16	1.41
YBR166C	10	0	19	55.4
YBR167C	10	1	28	9.79
YBR168W	11	0	21	1.94
YBR169C	17	0	41	158.0
YBR170C	27	0	63	54.5
YBR171W	14	0	69	222.0
YBR172C	10	0	40	58.8
YBR173C	12	0	53	20.5
YBR175W	11	0	74	4.02
YBR174C	1	0	0	1.27
YBR176W	15	0	24	27.7
YBR178W	4	0	0	1.4
YBR177C	9	0	37	86.2
YBR179C	14	0	58	77.3
YBR180W	11	0	18	0.0
YBR181C	29	0	95	1138.0
YBR182C	10	0	21	3.02
YBR182C-A	1	0	3	0.0
YBR183W	24	0	29	1.25
YBR184W	4	0	9	2.03
YBR185C	11	0	30	31.4
YBR186W	23	0	40	1.19
YBR187W	28	0	24	30.8
YBR188C	4	0	40	20.0
YBR189W	27	0	72	2167.0
YBR190W	4	1	0	1.47
YBR191W	28	0	51	574.0
YBR191W-A	4	0	0	0.0
YBR192W	27	1	22	16.6
YBR193C	11	1	64	16.4
YBR194W	6	0	38	2.89
YBR195C	11	0	58	4.68
YBR196C	28	1	58	3343.0
YBR196C-A	3	0	6	0.178
YBR196C-B	1	0	3	0.733
YBR197C	6	0	13	19.2
YBR198C	27	1	106	143.0
YBR199W	12	0	22	318.0
YBR200W	14	0	126	69.5
YBR200W-A	1	0	3	0.274
YBR201W	9	0	33	3.1
YBR201C-A	4	0	3	0.0
YBR202W	28	1	95	65.8
YBR203W	10	0	16	1.29
YBR204C	10	0	14	4.52
YBR205W	10	0	32	30.1
YBR206W	2	0	0	0.0
YBR207W	11	0	28	29.4
YBR208C	12	0	22	108.0
YBR209W	4	0	0	1.21
YBR210W	10	0	14	1.94
YBR211C	10	1	46	14.9
YBR212W	10	0	42	30.8
YBR213W	14	0	20	1.65
YBR214W	12	0	23	95.1
YBR215W	10	0	57	6.01
YBR216C	8	0	26	31.1
YBR217W	10	0	42	1.42
YBR218C	26	0	32	436.0
YBR219C	10	0	15	1.29
YBR220C	26	0	10	3.01
YBR221C	29	0	71	186.0
YBR221W-A	4	0	3	0.128
YBR222C	15	0	30	128.0
YBR223W-A	0	0	0	0.0
YBR224W	4	0	0	1.52
YBR223C	11	0	42	16.0
YBR225W	10	0	25	8.32
YBR226C	2	0	0	1.47
YBR227C	24	0	21	144.0
YBR228W	13	0	35	1.48
YBR229C	28	0	44	7.54
YBR230C	5	0	25	50.6
YBR230W-A	6	0	5	0.206
YBR231C	11	0	74	15.0
YBR233W	21	0	26	13.9
YBR232C	1	0	0	1.18
YBR233W-A	7	1	22	10.6
YBR234C	26	1	36	71.1
YBR235W	27	0	25	2.78
YBR236C	16	1	26	30.4
YBR237W	11	1	35	10.4
YBR238C	11	0	25	17.8
YBR239C	11	0	23	2.91
YBR240C	10	0	15	1.53
YBR241C	27	0	12	9.96
YBR242W	29	0	12	27.2
YBR243C	29	1	22	0.165
YBR244W	18	0	26	64.1
YBR245C	25	0	96	126.0
YBR246W	10	0	18	28.9
YBR247C	28	1	63	217.0
YBR248C	16	0	20	319.0
YBR249C	14	0	32	995.0
YBR250W	6	0	13	2.47
YBR251W	11	0	31	93.8
YBR252W	16	1	23	61.6
YBR253W	7	1	48	24.1
YBR254C	29	1	37	12.2
YBR255W	10	0	26	7.9
YBR255C-A	11	0	12	2.99
YBR256C	16	1	16	77.5
YBR257W	11	1	29	5.94
YBR258C	6	0	29	20.8
YBR259W	5	0	12	1.88
YBR260C	13	0	48	40.7
YBR261C	29	0	20	47.4
YBR262C	6	0	29	37.0
YBR263W	25	0	39	344.0
YBR264C	11	0	28	14.5
YBR265W	15	1	28	98.0
YBR267W	12	0	59	54.8
YBR266C	0	0	0	2.28
YBR268W	10	0	19	26.8
YBR269C	11	0	22	25.3
YBR270C	10	0	19	1.66
YBR271W	11	0	18	5.66
YBR272C	11	0	43	20.6
YBR273C	10	0	27	26.9
YBR274W	27	0	73	19.3
YBR275C	6	0	73	5.03
YBR276C	11	0	18	2.42
YBR278W	4	0	55	7.76
YBR277C	2	0	0	1.52
YBR279W	12	0	102	55.6
YBR280C	11	0	23	2.38
YBR281C	13	0	21	39.0
YBR282W	11	0	28	27.4
YBR283C	11	0	45	133.0
YBR284W	10	0	19	1.44
YBR285W	4	0	9	3.86
YBR286W	12	0	24	741.0
YBR287W	13	0	16	55.9
YBR288C	11	0	42	36.8
YBR289W	10	0	100	16.9
YBR290W	11	0	46	31.1
YBR291C	13	0	28	19.7
YBR292C	2	0	0	1.43
YBR293W	11	0	13	10.5
YBR294W	24	0	17	1.84
YBR295W	11	0	24	6.13
YBR296C	23	0	25	1.92
YBR296C-A	1	0	4	0.0
YBR297W	10	0	17	1.5
YBR298C	12	0	20	1.29
YBR298C-A	2	0	4	0.0
YBR299W	14	0	19	28.7
YBR301W	5	0	10	1.23
YBR300C	3	0	0	1.56
YBR302C	6	0	13	2.0
R0010W	0	0	0	0.0
R0020C	0	0	0	0.0
R0030W	0	0	0	0.0
R0040C	0	0	0	0.0
YCL076W	4	0	0	1.45
YCL073C	10	0	11	1.37
YCL069W	12	0	10	4.21
YCL068C	9	0	4	1.35
YCL065W	4	0	0	1.52
YCL064C	21	0	31	354.0
YCL063W	10	0	34	1.95
YCL061C	11	0	165	8.08
YCL059C	29	1	54	179.0
YCL058W-A	0	0	5	0.643
YCL058C	2	0	10	1.76
YCL057C-A	11	0	27	24.8
YCL057W	21	0	19	162.0
YCL056C	4	0	17	2.25
YCL055W	23	0	23	30.1
YCL054W-A	0	0	2	0.0
YCL054W	16	1	48	41.6
YCL052C	10	1	19	40.9
YCL051W	6	0	28	3.22
YCL050C	13	0	30	799.0
YCL049C	5	0	10	5.98
YCL048W-A	9	0	4	0.0
YCL048W	11	0	13	0.2
YCL047C	13	0	11	8.19
YCL046W	1	0	0	0.02
YCL045C	13	0	28	111.0
YCL044C	11	0	25	33.0
YCL043C	29	1	59	237.0
YCL042W	3	0	12	0.118
YCL041C	3	0	0	0.0
YCL040W	17	0	42	614.0
YCL039W	11	0	21	12.4
YCL038C	13	0	14	1.35
YCL037C	11	0	80	346.0
YCL036W	11	0	20	1.78
YCL035C	15	0	41	121.0
YCL034W	13	0	19	10.9
YCL033C	15	0	18	10.9
YCL032W	11	0	77	14.4
YCL031C	11	1	33	81.1
YCL030C	16	0	35	993.0
YCL029C	11	0	65	8.34
YCL028W	6	0	71	60.4
YCL027W	11	0	40	1.87
YCL026C-B	12	0	9	8.62
YCL026C-A	9	0	13	2.16
YCL025C	11	0	36	328.0
YCL024W	10	0	32	4.98
YCL023C	3	0	0	1.23
YCL022C	0	0	0	1.54
YCL021W-A	4	0	6	1.76
YCL018W	15	0	22	16.3
YCL017C	29	1	51	73.0
YCL016C	11	0	69	13.7
YCL014W	11	0	48	9.04
YCL012C	10	0	4	7.83
YCL011C	11	0	53	56.4
YCL010C	10	0	71	26.3
YCL009C	13	0	42	337.0
YCL008C	11	0	64	9.27
YCL005W-A	10	0	17	0.205
YCL007C	2	0	0	0.0
YCL005W	5	0	22	3.18
YCL004W	27	1	22	0.302
YCL002C	10	0	14	1.45
YCL001W	29	0	39	40.0
YCL001W-A	6	0	8	1.44
YCL001W-B	10	0	5	1.17
YCR001W	2	0	0	1.31
YCR002C	22	0	95	153.0
YCR003W	11	0	27	39.6
YCR004C	14	0	31	245.0
YCR005C	24	0	50	64.6
YCR006C	4	0	0	1.49
YCR007C	6	0	15	1.47
YCR008W	14	0	45	8.59
YCR009C	23	0	101	314.0
YCR010C	13	0	20	6.93
YCR011C	28	0	23	29.0
YCR012W	28	1	78	15913.0
YCR013C	2	1	0	0.225
YCR014C	11	0	31	2.1
YCR015C	7	0	13	11.0
YCR016W	10	0	31	70.6
YCR017C	22	0	32	14.8
YCR018C	9	0	10	16.1
YCR018C-A	10	0	0	54.7
YCR019W	13	0	10	1.53
YCR020C	10	0	16	4.05
YCR020C-A	7	0	26	20.3
YCR020W-B	6	0	30	54.6
YCR021C	10	0	29	69.2
YCR022C	4	0	0	1.72
YCR023C	12	0	18	1.89
YCR024C	28	0	29	7.87
YCR024C-B	4	0	8	0.062
YCR024C-A	7	0	26	1268.0
YCR025C	4	0	0	1.42
YCR026C	11	0	19	26.5
YCR027C	24	0	19	24.0
YCR028C	14	0	23	11.7
YCR028C-A	11	0	59	110.0
YCR030C	10	0	50	77.3
YCR031C	26	0	63	1024.0
YCR032W	11	0	20	4.08
YCR033W	10	0	58	5.7
YCR034W	25	0	60	193.0
YCR035C	10	1	54	52.7
YCR036W	28	0	17	40.2
YCR037C	11	0	28	10.7
YCR038W-A	0	0	0	46.9
YCR038C	9	0	18	16.1
YCR039C	9	0	33	1.43
YCR040W	7	0	15	1.47
YCR041W	4	0	4	0.0
YCR042C	14	0	41	19.1
YCR043C	10	0	21	56.6
YCR044C	28	0	39	35.5
YCR045W-A	0	0	0	0.214
YCR045C	11	0	9	1.51
YCR046C	11	0	32	49.7
YCR047W-A	0	0	0	0.297
YCR047C	29	0	27	37.1
YCR048W	10	0	36	2.34
YCR049C	2	0	0	1.52
YCR050C	0	0	12	1.29
YCR051W	11	0	20	58.3
YCR052W	10	1	51	34.6
YCR053W	22	0	37	1180.0
YCR054C	11	1	7	74.3
YCR057C	28	1	59	168.0
YCR059C	25	0	16	36.6
YCR060W	10	0	40	21.3
YCR061W	10	0	20	2.15
YCR063W	27	0	41	34.2
YCR064C	3	0	0	1.61
YCR065W	10	0	60	4.67
YCR066W	14	0	141	1.92
YCR067C	10	0	22	3.56
YCR068W	11	0	30	22.2
YCR069W	11	0	15	4.57
YCR071C	10	0	35	37.1
YCR072C	29	1	44	31.9
YCR073C	14	0	38	1.79
YCR073W-A	10	0	27	29.7
YCR075C	11	0	21	1.46
YCR075W-A	6	0	6	0.569
YCR076C	6	0	16	4.04
YCR077C	11	0	127	63.5
YCR079W	11	0	31	5.54
YCR081W	11	0	56	13.7
YCR081C-A	0	0	0	0.0
YCR082W	6	0	23	12.2
YCR083W	27	0	30	27.3
YCR084C	10	0	102	130.0
YCR085W	3	0	0	1.79
YCR086W	11	0	50	18.1
YCR087W	0	0	0	1.67
YCR087C-A	11	0	21	66.2
YCR088W	12	0	73	181.0
YCR089W	10	0	27	0.006
YCR090C	29	0	12	70.3
YCR091W	10	0	26	0.709
YCR092C	11	0	68	9.9
YCR093W	11	1	87	126.0
YCR094W	14	0	44	10.5
YCR095C	11	0	33	45.5
YCR095W-A	1	0	3	0.0
YCR097W-A	4	0	0	1.26
YCR098C	11	0	16	1.59
YCR099C	10	0	9	1.43
YCR100C	10	0	12	1.6
YCR101C	10	0	14	1.4
YCR102C	12	0	16	2.81
YCR102W-A	6	0	0	1.43
YCR104W	5	0	6	1.38
YCR105W	13	0	15	20.9
YCR106W	10	0	17	1.58
YCR107W	11	0	14	4.64
YCR108C	1	0	2	0.0
YDL248W	6	0	14	4.59
YDL247W-A	4	0	0	1.74
YDL247W	12	0	9	1.55
YDL246C	29	0	10	1.52
YDL245C	10	0	13	0.021
YDL244W	13	0	9	1.64
YDL243C	11	0	15	1.33
YDL242W	4	0	0	1.74
YDL241W	4	0	11	8.77
YDL240C-A	3	0	0	1.16
YDL240W	14	0	32	6.3
YDL239C	7	0	28	1.63
YDL238C	25	0	16	3.83
YDL237W	12	0	9	40.7
YDL236W	29	0	28	146.0
YDL235C	11	1	36	82.6
YDL234C	14	0	20	27.6
YDL233W	11	0	15	8.95
YDL232W	10	0	37	145.0
YDL231C	11	0	17	2.74
YDL230W	12	0	28	23.9
YDL229W	14	0	143	2615.0
YDL228C	0	0	0	1.47
YDL227C	7	0	27	1.89
YDL226C	24	0	70	170.0
YDL225W	11	0	73	125.0
YDL224C	10	0	26	27.1
YDL223C	9	0	31	36.4
YDL222C	9	0	23	7.92
YDL221W	4	1	0	5.55
YDL220C	11	1	135	17.3
YDL219W	29	0	19	54.6
YDL218W	7	0	12	1.65
YDL217C	14	1	43	4.47
YDL216C	11	0	30	2.31
YDL215C	14	0	26	186.0
YDL214C	10	0	16	1.56
YDL213C	11	0	39	116.0
YDL212W	11	1	34	94.2
YDL211C	6	0	14	24.5
YDL210W	12	0	21	1.52
YDL209C	14	1	37	27.8
YDL208W	27	1	66	165.0
YDL207W	11	1	51	25.4
YDL206W	10	0	19	2.25
YDL205C	27	1	17	96.6
YDL204W	8	0	33	47.5
YDL203C	11	0	33	5.58
YDL202W	11	0	32	74.9
YDL201W	28	0	31	51.1
YDL200C	10	0	15	1.57
YDL199C	13	0	20	1.85
YDL198C	14	0	33	93.8
YDL197C	9	0	20	15.2
YDL196W	7	1	0	0.0
YDL195W	26	1	68	320.0
YDL194W	12	0	44	1.41
YDL193W	14	1	19	34.8
YDL192W	23	0	114	599.0
YDL191W	29	0	96	4151.0
YDL190C	28	0	57	63.1
YDL189W	6	0	18	23.7
YDL188C	25	0	85	52.8
YDL186W	4	0	9	1.57
YDL187C	3	0	0	1.33
YDL185W	27	0	99	2494.0
YDL185C-A	4	0	0	1.69
YDL184C	0	0	29	765.0
YDL183C	11	0	18	5.08
YDL182W	12	0	45	794.0
YDL181W	10	0	30	35.0
YDL180W	10	0	20	2.15
YDL179W	11	0	21	2.46
YDL178W	28	0	17	162.0
YDL177C	10	0	11	7.76
YDL176W	11	0	12	2.32
YDL175C	10	0	53	17.5
YDL174C	12	0	24	145.0
YDL173W	7	0	24	42.6
YDL172C	0	0	0	2.52
YDL171C	19	0	46	737.0
YDL170W	11	0	27	11.8
YDL169C	6	0	6	1.47
YDL168W	29	0	22	218.0
YDL167C	11	0	29	42.8
YDL166C	27	1	22	107.0
YDL165W	22	1	61	24.8
YDL163W	0	1	0	1.6
YDL164C	28	1	47	21.6
YDL161W	12	0	29	54.7
YDL162C	3	0	0	1.24
YDL160C-A	6	0	16	2.38
YDL160C	28	0	108	412.0
YDL159W-A	4	0	4	1.13
YDL159W	22	0	80	15.0
YDL159C-B	0	0	0	0.0
YDL158C	2	0	0	0.038
YDL157C	11	0	19	16.3
YDL156W	24	0	23	30.9
YDL155W	21	0	71	8.47
YDL154W	25	0	31	1.21
YDL152W	3	1	0	3.15
YDL153C	12	1	38	22.0
YDL150W	11	1	38	48.3
YDL151C	0	0	0	1.79
YDL149W	11	0	63	0.783
YDL148C	14	1	51	23.7
YDL147W	28	1	87	279.0
YDL146W	11	0	14	7.53
YDL145C	29	1	81	600.0
YDL144C	11	0	19	64.8
YDL143W	29	1	56	219.0
YDL142C	15	0	48	7.91
YDL141W	14	1	21	52.8
YDL140C	28	1	390	260.0
YDL139C	11	1	31	6.08
YDL138W	12	0	35	1.56
YDL137W	23	0	41	247.0
YDL136W	29	0	96	4188.0
YDL135C	29	0	41	67.3
YDL134C	25	0	90	75.2
YDL133C-A	0	0	29	469.0
YDL133W	11	0	20	166.0
YDL132W	12	1	89	199.0
YDL131W	15	0	40	413.0
YDL130W-A	10	0	19	32.9
YDL130W	11	0	50	1264.0
YDL129W	6	0	17	5.21
YDL128W	15	0	29	82.4
YDL127W	11	0	30	6.48
YDL126C	28	1	183	1170.0
YDL125C	14	0	25	164.0
YDL124W	13	0	28	224.0
YDL123W	10	0	18	78.6
YDL122W	11	0	29	148.0
YDL121C	6	0	19	70.9
YDL120W	10	1	80	24.4
YDL118W	2	0	0	1.56
YDL119C	23	0	23	16.1
YDL117W	10	0	67	5.07
YDL116W	11	0	89	94.4
YDL114W-A	4	0	0	0.0
YDL115C	11	0	42	12.0
YDL114W	22	0	10	3.5
YDL113C	11	0	35	10.6
YDL112W	11	0	22	43.8
YDL111C	13	1	43	77.9
YDL110C	10	0	24	56.8
YDL109C	10	0	15	3.66
YDL108W	28	1	74	148.0
YDL107W	11	0	16	19.8
YDL106C	10	0	60	49.3
YDL105W	11	1	26	2.07
YDL104C	15	0	20	11.7
YDL103C	28	1	23	162.0
YDL102W	27	1	128	54.6
YDL101C	12	0	96	42.4
YDL100C	27	0	81	249.0
YDL099W	6	0	27	66.0
YDL098C	11	1	24	11.6
YDL097C	29	1	84	367.0
YDL095W	14	0	55	351.0
YDL096C	1	0	0	1.71
YDL093W	10	0	21	1.65
YDL094C	3	0	0	1.75
YDL092W	10	1	31	95.8
YDL091C	11	0	21	2.8
