gene_name_1	orf_name_1	uniprot_ac_1	gene_name_2	orf_name_2	uniprot_ac_2	FILENAME	interface_area	IntraclashesGroup1	IntraclashesGroup2	Interaction Energy	StabilityGroup1	StabilityGroup2
HHF1	YBR009C	P02309	HTA2	YBL003C	P04912	P02309-P04912-EXP-4jjn.pdb1-F-0-C-0.pdb	381.293945312	6.61891	6.37092	-6.50455	36.1963	24.9224
HHF2	YNL030W	P02309	HTA2	YBL003C	P04912	P02309-P04912-EXP-4jjn.pdb1-F-0-C-0.pdb	381.293945312	6.61891	6.37092	-6.50455	36.1963	24.9224
HTB1	YDR224C	P02293	SIR3	YLR442C	P06701	P02293-P06701-EXP-4jjn.pdb1-H-0-L-0.pdb	412.98559570300006	5.25106	16.2356	-4.33248	14.8322	52.7735
HTB2	YBL002W	P02294	SIR3	YLR442C	P06701	P02294-P06701-EXP-4jjn.pdb1-D-0-K-0.pdb	467.87109375	3.86621	17.0612	-4.14486	20.9227	55.6184
HHF1	YBR009C	P02309	SIR3	YLR442C	P06701	P02309-P06701-EXP-4jjn.pdb1-F-0-L-0.pdb	838.260742188	6.00654	14.5853	-12.3384	38.7349	54.5424
HHF2	YNL030W	P02309	SIR3	YLR442C	P06701	P02309-P06701-EXP-4jjn.pdb1-F-0-L-0.pdb	838.260742188	6.00654	14.5853	-12.3384	38.7349	54.5424
HTA2	YBL003C	P04912	SIR3	YLR442C	P06701	P04912-P06701-EXP-4jjn.pdb1-G-0-L-0.pdb	252.504882812	8.6563	15.7626	-5.34989	31.0718	52.6247
HTB1	YDR224C	P02293	SPT16	YGL207W	P32558	P02293-P32558-EXP-4wnn.pdb4-D-0-T-0.pdb	282.375671387	3.77656	0.115198	-8.3112	-0.389249	4.12412
HTA1	YDR225W	P04911	SPT16	YGL207W	P32558	P04911-P32558-EXP-4wnn.pdb4-C-0-T-0.pdb	151.43255615200002	3.56871	0.122962	-2.09608	-2.84291	3.05439
HTA2	YBL003C	P04912	SPT16	YGL207W	P32558	P04912-P32558-EXP-4wnn.pdb4-C-0-T-0.pdb	151.43255615200002	3.56871	0.122962	-2.09608	-2.84291	3.05439
HTB1	YDR224C	P02293	MIF2	YKL089W	P35201	P02293-P35201-EXP-6qld.pdb1-h-0-C-0.pdb	329.599853516	2.76697	1.91365	-2.74706	12.051	26.8939
HHF1	YBR009C	P02309	MIF2	YKL089W	P35201	P02309-P35201-EXP-6qld.pdb1-f-0-C-0.pdb	175.91259765599995	5.32144	1.75932	0.37973	26.4184	25.8403
HHF2	YNL030W	P02309	MIF2	YKL089W	P35201	P02309-P35201-EXP-6qld.pdb1-f-0-C-0.pdb	175.91259765599995	5.32144	1.75932	0.37973	26.4184	25.8403
HTA1	YDR225W	P04911	MIF2	YKL089W	P35201	P04911-P35201-EXP-6qld.pdb1-g-0-C-0.pdb	476.712890625	3.48798	1.05218	-3.15351	41.7277	24.7281
HTB1	YDR224C	P02293	CHZ1	YER030W	P40019	P02293-P40019-EXP-6ae8.pdb2-B-0-D-0.pdb	500.594482422	9.08633	0.0756027	-17.2687	-59.3028	9.95412
HTB1	YDR224C	P02293	VPS71	YML041C	Q03433	P02293-Q03433-EXP-6gej.pdb1-H-0-S-0.pdb	105.83984375	9.36223	15.0153	-0.385055	14.2299	121.498
HTA1	YDR225W	P04911	VPS71	YML041C	Q03433	P04911-Q03433-EXP-6gej.pdb1-F-0-S-0.pdb	657.623046875	4.16893	14.8339	-10.7276	28.7962	121.4
HTB1	YDR224C	P02293	SWR1	YDR334W	Q05471	P02293-Q05471-EXP-4m6b.pdb2-D-0-F-0.pdb	987.86315918	12.6117	0.491902	-33.3389	-51.0847	13.8732
ARP4	YJL081C	P80428	SWR1	YDR334W	Q05471	P80428-Q05471-EXP-5i9e.pdb1-A-0-E-0.pdb	1136.52246094	39.4721	3.06632	-30.5644	104.47	12.7598
RVB1	YDR190C	Q03940	SWR1	YDR334W	Q05471	Q03940-Q05471-EXP-6gen.pdb1-T-0-M-0.pdb	1132.35546875	34.0065	63.3733	-16.8652	168.044	488.311
HTB1	YDR224C	P02293	HIF1	YLL022C	Q12373	P02293-Q12373-EXP-5bt1.pdb1-D-0-B-0.pdb	521.917480469	4.47321	10.8864	-11.8561	2.20922	-51.6495
HTA1	YDR225W	P04911	HIF1	YLL022C	Q12373	P04911-Q12373-EXP-5bt1.pdb1-C-0-B-0.pdb	593.7102050780001	3.45526	9.5993	-9.27122	11.4958	-52.5159
HHF1	YBR009C	P02309	CSE4	YKL049C	P36012	P02309-P36012-EXP-6qld.pdb1-f-0-e-0.pdb	2368.42773438	4.35128	7.58702	-52.146	31.71	58.7903
HHF2	YNL030W	P02309	CSE4	YKL049C	P36012	P02309-P36012-EXP-6qld.pdb1-f-0-e-0.pdb	2368.42773438	4.35128	7.58702	-52.146	31.71	58.7903
HTA1	YDR225W	P04911	CSE4	YKL049C	P36012	P04911-P36012-EXP-6qld.pdb1-i-0-e-0.pdb	610.185546875	5.12852	7.73893	-4.13393	44.0429	45.6982
MIF2	YKL089W	P35201	CSE4	YKL049C	P36012	P35201-P36012-EXP-6qld.pdb1-C-0-e-0.pdb	206.26904296900005	1.63869	7.7059	-1.69494	25.9741	47.1898
HHF1	YBR009C	P02309	HAT2	YEL056W	P39984	P02309-P39984-EXP-4psx.pdb1-C-0-B-0.pdb	919.730712891	1.9037	42.6029	-25.9177	32.337	42.9559
HHF2	YNL030W	P02309	HAT2	YEL056W	P39984	P02309-P39984-EXP-4psx.pdb1-C-0-B-0.pdb	919.730712891	1.9037	42.6029	-25.9177	32.337	42.9559
HHF1	YBR009C	P02309	HST2	YPL015C	P53686	P02309-P53686-EXP-1q1a.pdb1-B-0-A-0.pdb	946.38659668	0.449766	17.888	-5.38787	4.41626	-33.8847
HHF2	YNL030W	P02309	HST2	YPL015C	P53686	P02309-P53686-EXP-1q1a.pdb1-B-0-A-0.pdb	946.38659668	0.449766	17.888	-5.38787	4.41626	-33.8847
HHF1	YBR009C	P02309	HHT1	YBR010W	P61830	P02309-P61830-EXP-4jjn.pdb1-F-0-E-0.pdb	2539.71289062	5.76546	6.14488	-76.3301	46.4426	40.5015
HHF1	YBR009C	P02309	HHT2	YNL031C	P61830	P02309-P61830-EXP-4jjn.pdb1-F-0-E-0.pdb	2539.71289062	5.76546	6.14488	-76.3301	46.4426	40.5015
HHF2	YNL030W	P02309	HHT1	YBR010W	P61830	P02309-P61830-EXP-4jjn.pdb1-F-0-E-0.pdb	2539.71289062	5.76546	6.14488	-76.3301	46.4426	40.5015
HHF2	YNL030W	P02309	HHT2	YNL031C	P61830	P02309-P61830-EXP-4jjn.pdb1-F-0-E-0.pdb	2539.71289062	5.76546	6.14488	-76.3301	46.4426	40.5015
HTA1	YDR225W	P04911	HHT1	YBR010W	P61830	P04911-P61830-EXP-4jjn.pdb1-G-0-A-0.pdb	684.429199219	8.35729	6.99277	-8.36955	33.3203	32.9296
HTA1	YDR225W	P04911	HHT2	YNL031C	P61830	P04911-P61830-EXP-4jjn.pdb1-G-0-A-0.pdb	684.429199219	8.35729	6.99277	-8.36955	33.3203	32.9296
HTA2	YBL003C	P04912	HHT1	YBR010W	P61830	P04912-P61830-EXP-4jjn.pdb1-G-0-A-0.pdb	684.429199219	8.35729	6.99277	-8.36955	33.3203	32.9296
HTA2	YBL003C	P04912	HHT2	YNL031C	P61830	P04912-P61830-EXP-4jjn.pdb1-G-0-A-0.pdb	684.429199219	8.35729	6.99277	-8.36955	33.3203	32.9296
SIR3	YLR442C	P06701	HHT1	YBR010W	P61830	P06701-P61830-EXP-4jjn.pdb1-K-0-A-0.pdb	301.220703125	18.6265	6.02916	-6.99141	54.3045	33.8916
SIR3	YLR442C	P06701	HHT2	YNL031C	P61830	P06701-P61830-EXP-4jjn.pdb1-K-0-A-0.pdb	301.220703125	18.6265	6.02916	-6.99141	54.3045	33.8916
STH1	YIL126W	P32597	HHT1	YBR010W	P61830	P32597-P61830-EXP-6kmj.pdb1-A-0-C-0.pdb	1025.70166016	4.12619	0.114204	-12.5783	-22.1914	9.91796
STH1	YIL126W	P32597	HHT2	YNL031C	P61830	P32597-P61830-EXP-6kmj.pdb1-A-0-C-0.pdb	1025.70166016	4.12619	0.114204	-12.5783	-22.1914	9.91796
TAF14	YPL129W	P35189	HHT1	YBR010W	P61830	P35189-P61830-EXP-5d7e.pdb1-A-0-C-0.pdb	796.669311523	9.35178	0.41053	-1.47829	-19.9344	2.86432
TAF14	YPL129W	P35189	HHT2	YNL031C	P61830	P35189-P61830-EXP-5d7e.pdb1-A-0-C-0.pdb	796.669311523	9.35178	0.41053	-1.47829	-19.9344	2.86432
HAT2	YEL056W	P39984	HHT1	YBR010W	P61830	P39984-P61830-EXP-4psx.pdb1-B-0-Y-0.pdb	713.303527832	42.8653	0.344387	-10.71	42.617	9.03006
HAT2	YEL056W	P39984	HHT2	YNL031C	P61830	P39984-P61830-EXP-4psx.pdb1-B-0-Y-0.pdb	713.303527832	42.8653	0.344387	-10.71	42.617	9.03006
VPS75	YNL246W	P53853	HHT1	YBR010W	P61830	P53853-P61830-EXP-3q33.pdb1-B-0-D-0.pdb	183.251525879	25.3611	1.36849	-0.480101	59.4906	3.83991
VPS75	YNL246W	P53853	HHT2	YNL031C	P61830	P53853-P61830-EXP-3q33.pdb1-B-0-D-0.pdb	183.251525879	25.3611	1.36849	-0.480101	59.4906	3.83991
HHT1	YBR010W	P61830	HHT2	YNL031C	P61830	P61830-P61830-EXP-4jjn.pdb1-E-0-A-0.pdb	616.8125	5.6605	5.80578	-15.7834	35.3276	32.847
HHF1	YBR009C	P02309	GCN5	YGR252W	Q03330	P02309-Q03330-EXP-1e6i.pdb1-P-0-A-0.pdb	653.63671875	0.547103	5.89084	-5.86224	2.01315	-25.2353
HHF2	YNL030W	P02309	GCN5	YGR252W	Q03330	P02309-Q03330-EXP-1e6i.pdb1-P-0-A-0.pdb	653.63671875	0.547103	5.89084	-5.86224	2.01315	-25.2353
ADA2	YDR448W	Q02336	GCN5	YGR252W	Q03330	Q02336-Q03330-EXP-6cw3.pdb2-E-0-F-0.pdb	2033.48950195	8.01244	15.8701	-45.7025	38.7758	2.90916
HHF1	YBR009C	P02309	HAT1	YPL001W	Q12341	P02309-Q12341-EXP-4psx.pdb1-C-0-A-0.pdb	656.6530761719999	1.55974	25.1429	-12.2173	26.8669	-32.7889
HHF2	YNL030W	P02309	HAT1	YPL001W	Q12341	P02309-Q12341-EXP-4psx.pdb1-C-0-A-0.pdb	656.6530761719999	1.55974	25.1429	-12.2173	26.8669	-32.7889
HAT2	YEL056W	P39984	HAT1	YPL001W	Q12341	P39984-Q12341-EXP-4psw.pdb1-B-0-A-0.pdb	860.0952148439999	35.1113	18.6095	-25.0613	10.4989	-69.1874
RPL28	YGL103W	P02406	RPL18A	YOL120C	P0CX49	P02406-P0CX49-EXP-4v7f.pdb1-N-0-Q-0.pdb	167.897949219					
RPL28	YGL103W	P02406	RPL13A	YDL082W	Q12690	P02406-Q12690-EXP-4v7f.pdb1-N-0-K-0.pdb	190.439941406					
RPL36A	YMR194W	P05745	RPL13A	YDL082W	Q12690	P05745-Q12690-EXP-6c0f.pdb1-i-0-L-0.pdb	311.279541016	3.61834	8.48113	1.93219	29.9314	48.6335
RPL15A	YLR029C	P05748	RPL13A	YDL082W	Q12690	P05748-Q12690-EXP-6em3.pdb1-N-0-L-0.pdb	102.353027344	26.7836	12.5503	-3.53386	96.0904	47.6478
RPL35A	YDL191W	P0CX84	RPL13A	YDL082W	Q12690	P0CX84-Q12690-EXP-6em3.pdb1-h-0-L-0.pdb	205.525146484	7.49058	10.2767	-9.9102	49.5063	47.4824
RPL4A	YBR031W	P10664	RPL13A	YDL082W	Q12690	P10664-Q12690-EXP-5z3g.pdb1-G-0-P-0.pdb	115.5546875	75.7997	13.659	-0.755772	327.249	85.7108
NOP16	YER002W	P40007	RPL13A	YDL082W	Q12690	P40007-Q12690-EXP-6em3.pdb1-v-0-L-0.pdb	145.578613281	10.1959	14.8628	-14.1906	74.4673	53.0447
BRX1	YOL077C	Q08235	RPL13A	YDL082W	Q12690	Q08235-Q12690-EXP-6c0f.pdb1-b-0-L-0.pdb	158.684082031	18.1056	8.55723	-1.97324	49.92	48.3592
RPS17A	YML024W	P02407	RPS3	YNL178W	P05750	P02407-P05750-EXP-6rbe.pdb1-R-0-D-0.pdb	449.302734375	14.1145	14.2031	-8.62907	60.3664	81.9178
RPS17A	YML024W	P02407	RPS0A	YGR214W	P32905	P02407-P32905-EXP-6fai.pdb1-R-0-A-0.pdb	1144.671875	8.55888	26.9796	-22.1628	63.8973	39.5327
RPS21A	YKR057W	P0C0V8	RPS0A	YGR214W	P32905	P0C0V8-P32905-EXP-6fai.pdb1-V-0-A-0.pdb	1441.00537109	7.11341	27.0903	-26.3373	48.9227	40.9972
RPS2	YGL123W	P25443	RPS0A	YGR214W	P32905	P25443-P32905-EXP-6fai.pdb1-C-0-A-0.pdb	493.868164062	30.308	26.2788	-5.05186	87.9626	36.6495
RPS17A	YML024W	P02407	ASC1	YMR116C	P38011	P02407-P38011-EXP-6fai.pdb1-R-0-g-0.pdb	563.249023438	8.26669	37.8902	-5.88437	59.5878	138.84
RPS3	YNL178W	P05750	ASC1	YMR116C	P38011	P05750-P38011-EXP-6fai.pdb1-D-0-g-0.pdb	390.969726562	12.6125	38.3738	-8.41519	75.1294	139.012
RPS16A	YMR143W	P0CX51	ASC1	YMR116C	P38011	P0CX51-P38011-EXP-6fai.pdb1-Q-0-g-0.pdb	107.463378906	9.73095	38.8841	-2.03724	30.7685	136.65
TUB2	YFL037W	P02557	TUB1	YML085C	P09733	P02557-P09733-EXP-4u3j.pdb1-B-0-A-0.pdb	1375.18652344	36.1808	46.5071	-24.1888	12.1723	69.757
TUB2	YFL037W	P02557	STU2	YLR045C	P46675	P02557-P46675-EXP-4u3j.pdb1-B-0-C-0.pdb	609.87109375	36.9855	13.2545	-8.0394	6.1101	-33.3586
TUB1	YML085C	P09733	STU2	YLR045C	P46675	P09733-P46675-EXP-4u3j.pdb1-A-0-C-0.pdb	408.778320312	45.7279	15.0883	-7.47543	72.3888	-34.2303
HSP82	YPL240C	P02829	TAH1	YCR060W	P25638	P02829-P25638-EXP-2lsv.pdb1-B-0-A-0.pdb	507.346374512	0.317474	19.8102	-7.38518	10.7702	89.6057
HSP82	YPL240C	P02829	SBA1	YKL117W	P28707	P02829-P28707-EXP-2cg9.pdb1-B-0-X-0.pdb	380.430664062	105.56	30.3708	1.26281	524.173	114.885
HSP82	YPL240C	P02829	TOM71	YHR117W	P38825	P02829-P38825-EXP-3fp2.pdb1-Q-0-A-0.pdb	400.004760742	0.00747855	25.929	-8.77445	3.30907	-173.759
SSA1	YAL005C	P10591	TOM71	YHR117W	P38825	P10591-P38825-EXP-3lca.pdb1-Q-0-A-0.pdb	312.203643799	0.0239759	19.4594	-5.98392	1.37942	-177.874
HSP82	YPL240C	P02829	AHA1	YDR214W	Q12449	P02829-Q12449-EXP-1usu.pdb1-A-0-B-0.pdb	706.2651367189999	24.4106	23.3887	-6.96811	-27.6144	40.2167
TEF2	YBR118W	P02994	EFB1	YAL003W	P32471	P02994-P32471-EXP-5o8w.pdb1-A-0-B-0.pdb	1814.8215332	19.7335	2.08735	-36.1122	-46.3739	-10.4732
TEF1	YPR080W	P02994	EFB1	YAL003W	P32471	P02994-P32471-EXP-5o8w.pdb1-A-0-B-0.pdb	1814.8215332	19.7335	2.08735	-36.1122	-46.3739	-10.4732
GCN4	YEL009C	P03069	GAL11	YOL051W	P19659	P03069-P19659-EXP-2lpb.pdb1-B-0-A-0.pdb	767.450195312	1.7229	5.5869	-7.44067	36.0924	34.5787
COX4	YGL187C	P04037	MAS1	YLR163C	P10507	P04037-P10507-EXP-1hr8.pdb1-O-0-B-0.pdb	893.745849609	0.896048	57.539	-16.2278	17.3333	-1.18471
RPO21	YDL140C	P04050	DST1	YGL043W	P07273	P04050-P07273-EXP-3po3.pdb1-A-0-S-0.pdb	2546.05957031	92.3979	13.6733	-45.4073	386.032	154.924
RPO21	YDL140C	P04050	RPB2	YOR151C	P08518	P04050-P08518-EXP-1twf.pdb2-A-0-B-1.pdb	589.88671875					
DST1	YGL043W	P07273	RPB2	YOR151C	P08518	P07273-P08518-EXP-3po3.pdb1-S-0-B-0.pdb	296.465820312	13.7953	69.8435	-3.33629	146.251	302.03
RPO21	YDL140C	P04050	RPB3	YIL021W	P16370	P04050-P16370-EXP-1twf.pdb2-A-0-C-0.pdb	342.8828125	204.227	43.6436	-3.13788	577.712	134.556
RPB2	YOR151C	P08518	RPB3	YIL021W	P16370	P08518-P16370-EXP-1twf.pdb1-B-0-C-0.pdb	1714.7265625	153.275	42.1642	-32.9989	408.312	136.123
RPO21	YDL140C	P04050	RPB4	YJL140W	P20433	P04050-P20433-EXP-4by7.pdb1-A-0-D-0.pdb	168.123535156	95.5398	8.98846	-3.85791	359.312	70.5541
RPB2	YOR151C	P08518	RPB4	YJL140W	P20433	P08518-P20433-EXP-4by7.pdb1-B-0-D-0.pdb	238.506347656	70.9684	11.5405	-3.44949	269.235	71.7509
RPO21	YDL140C	P04050	RPB5	YBR154C	P20434	P04050-P20434-EXP-1twf.pdb1-A-0-E-0.pdb	2312.91650391	205.893	19.9444	-40.0091	581.826	53.2801
RPO31	YOR116C	P04051	RPB5	YBR154C	P20434	P04051-P20434-EXP-6tut.pdb1-A-0-E-0.pdb	2190.62255859	101.693	16.2101	-29.8964	701.293	118.045
RPB2	YOR151C	P08518	RPB5	YBR154C	P20434	P08518-P20434-EXP-3j1n.pdb1-B-0-E-0.pdb	250.279785156	592.536	76.3431	132.67	1298.63	205.839
RPA190	YOR341W	P10964	RPB5	YBR154C	P20434	P10964-P20434-EXP-6rui.pdb1-A-0-E-0.pdb	2692.56347656	107.135	8.26724	-46.5804	626.479	56.9097
RPO21	YDL140C	P04050	RPO26	YPR187W	P20435	P04050-P20435-EXP-1twf.pdb2-A-0-F-0.pdb	1820.08740234	207.869	14.3085	-37.7585	581.415	16.3927
RPO31	YOR116C	P04051	RPO26	YPR187W	P20435	P04051-P20435-EXP-6tut.pdb1-A-0-F-0.pdb	1749.6472167999998	105.658	7.70723	-37.9077	705.995	23.0364
RPB2	YOR151C	P08518	RPO26	YPR187W	P20435	P08518-P20435-EXP-1twf.pdb2-B-1-F-1.pdb	121.279052734	151.048	14.5421	-2.62144	399.571	12.5896
RPA190	YOR341W	P10964	RPO26	YPR187W	P20435	P10964-P20435-EXP-6rui.pdb1-A-0-F-0.pdb	2072.68603516	106.065	6.64238	-43.8905	626.355	32.2634
RPB5	YBR154C	P20434	RPO26	YPR187W	P20435	P20434-P20435-EXP-1twf.pdb2-E-0-F-0.pdb	101.08984375	17.8823	15.4076	0.254811	42.3904	13.014
RPO21	YDL140C	P04050	RPB8	YOR224C	P20436	P04050-P20436-EXP-1twf.pdb1-A-0-H-0.pdb	1503.73681641	204.133	31.8048	-25.836	581.946	129.617
RPO31	YOR116C	P04051	RPB8	YOR224C	P20436	P04051-P20436-EXP-6tut.pdb1-A-0-H-0.pdb	2218.08691406	102.343	12.727	-39.4794	703.94	90.5495
RPC40	YPR110C	P07703	RPB8	YOR224C	P20436	P07703-P20436-EXP-6tut.pdb1-C-0-H-0.pdb	212.345703125	25.6513	11.9615	0.586292	136.178	84.8404
RPA190	YOR341W	P10964	RPB8	YOR224C	P20436	P10964-P20436-EXP-6rui.pdb1-A-0-H-0.pdb	1461.43994141	107.617	9.6808	-26.7615	628.519	59.8165
RPB3	YIL021W	P16370	RPB8	YOR224C	P20436	P16370-P20436-EXP-1twf.pdb1-C-0-H-0.pdb	156.461425781	41.1911	29.0783	-1.15486	131.581	124.157
RPO21	YDL140C	P04050	SPT6	YGR116W	P23615	P04050-P23615-EXP-5vko.pdb1-B-0-A-0.pdb	1921.23632812	2.13364	9.66574	-36.1933	27.8501	-32.8953
RPO21	YDL140C	P04050	RPB9	YGL070C	P27999	P04050-P27999-EXP-1twf.pdb2-A-1-I-1.pdb	1500.22167969	203.513	14.5039	-34.4915	578.929	95.6376
RPB2	YOR151C	P08518	RPB9	YGL070C	P27999	P08518-P27999-EXP-1twf.pdb2-B-0-I-0.pdb	1378.75097656	151.783	12.3126	-17.9808	400.388	93.7546
RPO21	YDL140C	P04050	SUA7	YPR086W	P29055	P04050-P29055-EXP-4bbr.pdb1-A-0-M-0.pdb	2503.38232422	85.974	16.8798	-48.2032	393.694	130.672
RPB2	YOR151C	P08518	SUA7	YPR086W	P29055	P08518-P29055-EXP-4bbr.pdb1-B-0-M-0.pdb	1619.42333984	77.8017	14.4179	-16.5197	338.584	117.2
SPT15	YER148W	P13393	SUA7	YPR086W	P29055	P13393-P29055-EXP-5fyw.pdb1-O-0-M-0.pdb	581.828125	11.2556	40.4945	-5.64701	-33.7739	115.119
RPO21	YDL140C	P04050	SRB4	YER022W	P32569	P04050-P32569-EXP-4gwq.pdb1-H-0-B-0.pdb	270.404663086	6.50314	418.571	14.8907	46.3651	781.722
RGR1	YLR071C	P19263	SRB4	YER022W	P32569	P19263-P32569-EXP-5oqm.pdb1-l-0-d-0.pdb	373.766601562	72.7401	36.4485	-15.832	266.73	141.978
RPO21	YDL140C	P04050	SRB5	YGR104C	P32585	P04050-P32585-EXP-5oqm.pdb1-A-0-e-0.pdb	463.0380859380001	116.016	15.2602	-0.17388	457.021	51.7062
SRB4	YER022W	P32569	SRB5	YGR104C	P32585	P32569-P32585-EXP-4gwp.pdb1-B-0-E-0.pdb	343.448730469	423.874	76.5601	-5.75996	789.048	115.916
RPO21	YDL140C	P04050	RPB7	YDR404C	P34087	P04050-P34087-EXP-4by7.pdb1-A-0-G-0.pdb	603.672851562	93.6348	6.78654	-13.3061	366.916	19.6426
RPB2	YOR151C	P08518	RPB7	YDR404C	P34087	P08518-P34087-EXP-5c3e.pdb1-B-0-G-0.pdb	150.609375	157.512	5.08933	-0.729095	678.011	51.9827
RPB4	YJL140W	P20433	RPB7	YDR404C	P34087	P20433-P34087-EXP-1y14.pdb3-C-0-D-0.pdb	1451.26171875	9.30497	15.9198	-42.7782	1.96463	19.5066
RPO26	YPR187W	P20435	RPB7	YDR404C	P34087	P20435-P34087-EXP-4by7.pdb1-F-0-G-0.pdb	469.178466797	6.0447	7.03432	-6.16388	-3.46225	18.714
RPO21	YDL140C	P04050	TFA1	YKL028W	P36100	P04050-P36100-EXP-5fyw.pdb1-A-0-W-0.pdb	126.60546875	143.603	33.7081	-0.254443	406.223	46.3697
TFB1	YDR311W	P32776	TFA1	YKL028W	P36100	P32776-P36100-EXP-5oqj.pdb1-1-0-W-0.pdb	1155.85351562	41.7735	15.9848	-10.1355	71.9998	69.6281
RPB7	YDR404C	P34087	TFA1	YKL028W	P36100	P34087-P36100-EXP-5fyw.pdb1-G-0-W-0.pdb	205.705566406	17.8302	37.6459	-3.60221	47.904	49.7004
RPO21	YDL140C	P04050	BYE1	YKL005C	P36106	P04050-P36106-EXP-4by7.pdb1-A-0-X-0.pdb	1217.15185547	97.4948	7.11118	-15.5491	370.012	96.8897
RPB5	YBR154C	P20434	BYE1	YKL005C	P36106	P20434-P36106-EXP-4by7.pdb1-E-0-X-0.pdb	136.24609375	5.34209	7.32354	0.707994	7.46815	92.8233
RPO21	YDL140C	P04050	MED8	YBR193C	P38304	P04050-P38304-EXP-4gwq.pdb1-H-0-C-0.pdb	225.905151367	6.61619	42.4278	-3.78274	47.2114	185.087
SRB4	YER022W	P32569	MED8	YBR193C	P38304	P32569-P38304-EXP-4gwp.pdb1-B-0-C-0.pdb	771.3979492189999	429.87	57.8008	11.3198	798.476	207.763
SRB6	YBR253W	P32570	MED8	YBR193C	P38304	P32570-P38304-EXP-4gwp.pdb1-D-0-C-0.pdb	160.656982422	47.942	43.0236	-5.06702	121.346	191.031
SRB5	YGR104C	P32585	MED8	YBR193C	P38304	P32585-P38304-EXP-2hzs.pdb6-B-1-I-1.pdb	953.718261719	30.2613	1.2974	-20.3045	57.0216	13.6716
RPO21	YDL140C	P04050	SOH1	YGL127C	P38633	P04050-P38633-EXP-5sva.pdb1-k-0-X-0.pdb	301.049194336	5.95362	5.45052	3.06017	38.8234	13.8432
RGR1	YLR071C	P19263	SOH1	YGL127C	P38633	P19263-P38633-EXP-5oqm.pdb1-l-0-o-0.pdb	325.005126953	72.8984	3.1441	-8.50859	262.617	16.8446
MED8	YBR193C	P38304	SOH1	YGL127C	P38633	P38304-P38633-EXP-5sva.pdb1-N-0-X-0.pdb	117.695556641	46.1145	4.96754	4.28805	174.339	13.619
RPO21	YDL140C	P04050	MED6	YHR058C	P38782	P04050-P38782-EXP-4gwq.pdb1-H-0-G-0.pdb	207.80456543	6.34787	120.393	1.17147	46.7259	292.982
SRB4	YER022W	P32569	MED6	YHR058C	P38782	P32569-P38782-EXP-4gwp.pdb1-B-0-G-0.pdb	412.343261719	420.861	111.5	0.228156	790.076	277.118
SRB6	YBR253W	P32570	MED6	YHR058C	P38782	P32570-P38782-EXP-5oqm.pdb1-g-0-a-0.pdb	295.583251953	11.5057	34.8466	-8.47717	8.04327	100.823
MED8	YBR193C	P38304	MED6	YHR058C	P38782	P38304-P38782-EXP-4gwp.pdb1-C-0-G-0.pdb	483.748046875	52.6329	129.666	9.31359	196.504	297.182
SOH1	YGL127C	P38633	MED6	YHR058C	P38782	P38633-P38782-EXP-5sva.pdb1-X-0-M-0.pdb	100.727783203	5.32277	104.947	1.34287	13.4003	248.618
RPO21	YDL140C	P04050	RPB11	YOL005C	P38902	P04050-P38902-EXP-1twf.pdb1-A-0-K-0.pdb	996.256835938	203.342	14.686	-15.322	580.476	38.0184
RPB2	YOR151C	P08518	RPB11	YOL005C	P38902	P08518-P38902-EXP-1twf.pdb2-B-1-K-1.pdb	429.189453125	154.426	14.4195	-3.60053	403.933	34.5119
RPB3	YIL021W	P16370	RPB11	YOL005C	P38902	P16370-P38902-EXP-1twf.pdb1-C-0-K-0.pdb	2001.52148438	40.3323	14.7557	-52.0552	140.88	42.2253
RPB8	YOR224C	P20436	RPB11	YOL005C	P38902	P20436-P38902-EXP-1i50.pdb1-H-0-K-0.pdb	187.938476562	47.6105	16.8644	-1.42528	149.062	35.9561
RPO21	YDL140C	P04050	NRD1	YNL251C	P53617	P04050-P53617-EXP-2lo6.pdb1-B-0-A-0.pdb	726.117797852	0.58486	14.6157	-12.0703	11.0493	43.676
RPO21	YDL140C	P04050	RPC11	YDR045C	Q04307	P04050-Q04307-EXP-3qt1.pdb1-A-0-I-0.pdb	692.191162109	364.526	10.4053	-10.3485	1378.28	57.6581
RPO31	YOR116C	P04051	RPC11	YDR045C	Q04307	P04051-Q04307-EXP-6tut.pdb1-A-0-I-0.pdb	796.295166016	98.3909	3.86131	-8.18048	705.815	31.4918
RPB2	YOR151C	P08518	RPC11	YDR045C	Q04307	P08518-Q04307-EXP-3qt1.pdb1-B-0-I-0.pdb	620.7712402340001	285.734	9.97745	-4.36239	1031.02	57.5174
RPB5	YBR154C	P20434	RPC11	YDR045C	Q04307	P20434-Q04307-EXP-5fj9.pdb1-E-0-I-0.pdb	158.564941406	17.8759	11.4744	-1.91697	161.163	80.8375
RET1	YOR207C	P22276	RPC11	YDR045C	Q04307	P22276-Q04307-EXP-6tut.pdb1-B-0-I-0.pdb	465.681884766	69.8909	3.86113	-8.29384	489.982	30.2849
RPC37	YKR025W	P36121	RPC11	YDR045C	Q04307	P36121-Q04307-EXP-6tut.pdb1-M-0-I-0.pdb	529.2717285159999	6.94476	3.01321	-5.64386	120.657	29.1266
RPO21	YDL140C	P04050	RTT103	YDR289C	Q05543	P04050-Q05543-EXP-5lvf.pdb1-B-0-A-0.pdb	1021.45251465	2.58158	13.13	-12.9463	15.2901	2.02819
